id,transliteration,translation
9799,quturtu,smouldering (spot)
9800,quturtu,smoke
9801,qutû,Gutian
9802,qutû,Cuthaean
9803,qutānu,(a narrow) strip
9804,qutāru,incense
9805,qutāru,fumigation
9806,quššudu,very holy
9807,quššudu,sanctified
9808,qâdu,to ignite
9809,qâliš,silently
9810,qâlu,to pay attention
9811,qâlu,be silent
9812,qâpu,to fall down
9813,qâpu,collapse
9814,qû,flax
9815,qû,thread
9816,qû,string
9817,qû,qa
9818,qû'iš,like threads
9819,qābiānu,the speaker (of particular words)
9820,qābiš,like a dyke
9821,qābu,dyke
9822,qābītu,speaker
9823,qālu,thick
9824,qālû,roasting (oven)
9825,qālītu,roaster
9826,qāqullu,Elettaria cardamomum
9827,qātam,at once
9828,qātam,immediately
9829,qātamma,just so
9830,qātamma,just as
9831,qātipu,(cloth-)plucker
9832,qātišam,hand by hand
9833,qātu,hand
9834,qātīma,although
9835,qāyipu,lender
9836,qāyipu,creditor
9837,qāyipānu,the lender
9838,qāyipānu,creditor
9839,qāyipānūtu,function of the lender
9840,qāṭû,wood-cutter
9841,qēbiru,burier
9842,qēmu,flour
9843,qēmītu,female grinder
9844,qēṣu,summer
9845,qību,command
9846,qību,statement
9847,qīdātu,kindling
9848,qīlu,burning
9849,qīlu,burn-mark
9850,qīptu,trust
9851,qīptu,loan
9852,qīpu,believable
9853,qīpu,entrusted
9854,qīpūtu,position of trusted agent
9855,qīpūtu,function of representative
9856,qīrtu,bitumen
9857,qīru,(liquid) bitumen
9858,qīru,pitch
9859,qītu,end
9860,qītāyû,concluding
9861,qīštu,gift
9862,qīštu,present
9863,qīšu,given
9864,qīšu,forest
9865,qīšu,wood
9866,qūltu,silence
9867,qūlu,silence
9868,ra''ābu,very trembly
9869,ra'batu,fit of rage
9870,ra'bu,raging
9871,ra'bāniš,to call
9872,ra'i,definitely
9873,ra'i,without question
9874,ra'ibtu,shivering
9875,ra'su,sheikh
9876,ra'ābu,to shake
9877,ra'ābu,tremble
9878,ra'āmuttu,friendship
9879,ra'āzu,to inlay
9880,ra'ību,shivering
9881,ra'ību,cramp
9882,ra'īmu,loved
9883,ra'īmu,beloved
9884,ra'ūmtu,beloved
9885,rab,chief
9886,rab,overseer of
9887,rabbat,000
9888,rabbiš,gently
9889,rabbiš,softly
9890,rabbu,soft
9891,rabbu,gentle
9892,rabbumma,gently
9893,rabbû,very big
9894,rabbûtu,greatness
9895,rabbûtu,grandeur
9896,rabiat,a quarter
9897,rabiāna,for the fourth time
9898,rabiānu,mayor
9899,rabîš,greatly
9900,rabû,big
9901,rabû,to be big
9902,rabû,to grow
9903,rabû,to set
9904,rabûtu,greatness
9905,rabā'iu,fourth
9906,rabābu,to be weak
9907,rabābu,submissive
9908,rabāku,to boil down
9909,rabāku,decoct
9910,rabāšu,to raise objections
9911,rabāšu,protest
9912,rabāṣu,to sit
9913,rabāṣu,be recumbent
9914,rabīku,(a kind of) decoction
9915,rabītu,capital city
9916,rabītu,queen
9917,rabītu,great thing(s)
9918,rabūšene,(in) 4th year
9919,rabṣu,recumbent
9920,raddu,pursued
9921,raddādu,pursuer
9922,raddādu,persecutor
9923,radpi,quickly
9924,radādu,to chase
9925,radādu,pursue
9926,radāmu,cause
9927,radāpu,to pursue
9928,raggiš,like a villain
9929,raggu,wicked
9930,raggu,villainous
9931,ragābu,to be afraid
9932,ragāgu,to be(come) mischievous
9933,ragāmu,to shout
9934,ragāmu,prosecute
9935,ragāmu,raise claim
9936,ragāšu,to be excited
9937,ragāšu,disturbed
9938,rahhiṣu,racer
9939,rahhātu,pourer
9940,rahāhu,to mix
9941,rahāšu,to move
9942,rahāšu,be in motion
9943,rahāṣu,to flood
9944,rahāṣu,wash
9945,rahāṣu,to trust
9946,rahāṣu,to hold a debate
9947,rahīṣu,threshing-floor
9948,rahṣu,submerged
9949,rahṣu,washed down
9950,rakbu,mounted messenger
9951,rakbû,mounted messenger
9952,rakkābu,sailor
9953,rakkābu,crew
9954,rakkābu,(ready to) mount (sexually)
9955,rakkābūtu,(provision of) crew
9956,raksu,bound
9957,raksu,tied
9958,rakābu,to ride
9959,rakāsu,to bind
9960,ramkūtu,post of ramku priest
9961,ramû,slack
9962,ramû,released
9963,ramû,to throw
9964,ramû,to slacken
9965,ramû,become loose
9966,ramāku,to bathe
9967,ramāku,wash o.s.
9968,ramāmu,to roar
9969,ramāmu,growl
9970,ramānu,self
9971,ramāṣu,to enclose
9972,ramāṣu,mount
9973,ramīmu,roar
9974,ramīmu,rumbling
9975,rapaštu,loin
9976,rapaštu,lower back
9977,rappašu,very wide
9978,rappu,hoop
9979,rappu,clamp
9980,rapqu,hoed
9981,rapā'u,to heal
9982,rapādu,drugs for r.
9983,rapādu,to roam
9984,rapādu,wander
9985,rapāqu,to hoe
9986,rapāqu,fix
9987,rapāqu,hoe
9988,rapāqu,fasten
9989,rapāsu,to beat
9990,rapāsu,thresh
9991,rapāšu,to be(come) broad
9992,rapāšu,expand
9993,rapšiš,widely
9994,rapšu,wide
9995,rapšu,extended
9996,rapšu,winnowing shovel
9997,raqqaqu,very thin
9998,raqqatu,slim
9999,raqqatu,river-flats
10000,raqqidu,(cultic) dancer
10001,raqqu,thin
10002,raqqu,fine
10003,raqqu,tortoise
10004,raqqu,turtle
10005,raqqû,oil-perfumer
10006,raqqûtu,spice(s)
10007,raqû,to hide
10008,raqû,give refuge to
10009,raqābu,to decay
10010,raqādu,to dance
10011,raqādu,skip
10012,raqāqu,to be(come) thin
10013,raqāqu,fine
10014,rasābu,to smite
10015,rasānu,to soak
10016,rasānu,steep
10017,rasīnū,dough lumps
10018,rattitu,shivery
10019,ratāmu,to whisper
10020,ratātu,to tremble
10021,rayyāmu,friend
10022,raziqātu,garden plants
10023,razû,to make off
10024,razû,scram
10025,rašašim,headache sufferer
10026,rašbu,terrifying
10027,rašdu,firmly founded
10028,rašubbatu,terrifying appearance
10029,rašubbu,terrifying
10030,rašû,to acquire
10031,rašû,get
10032,rašû,to be(come) red
10033,rašû,to slacken
10034,rašûtu,credit
10035,rašûtānu,creditor
10036,rašābu,to be terrifying
10037,rašādu,to found
10038,rašādu,lay foundations of
10039,rašāku,to dry out
10040,rašāšu,to glow (with heat)
10041,raṣmu,loud-voiced
10042,raṣpu,built
10043,raṣû,to give
10044,raṣādu,to watch from hiding
10045,raṣādu,spy
10046,raṣānu,to be powerful (of voice)
10047,raṣāpu,to build
10048,raṣāṣu,to cry
10049,raṣṣīṣu,chicken
10050,raṭbu,damp
10051,raṭbu,fresh
10052,raṭābu,to be damp
10053,raṭāpu,to continue
10054,re'indu,beloved
10055,re'mu,friend
10056,re'mu,loved one
10057,re'û,to pasture
10058,re'û,tend
10059,rebîš,fourthly
10060,rebîš,four times
10061,rebû,fourth
10062,rebû,a quarter
10063,rebītu,square
10064,rebītu,piazza
10065,rebītu,open space
10066,rebītu,abdomen
10067,redîš,in succession
10068,redû,to accompany
10069,redû,lead
10070,redû,drive
10071,redû,proceed
10072,redû,to be suitable
10073,rehû,to pour out
10074,rehû,have sexual intercourse with
10075,retû,fixed
10076,retû,installed
10077,retû,to drive in
10078,retû,fix
10079,rešû,reckless
10080,rešû,inconsiderate
10081,ribbatu,arrears
10082,ribbatu,backlog of payments
10083,ribbatu,000
10084,ribku,concoction
10085,ribku,infusion
10086,ribšu,protest
10087,riddu,(good) conduct
10088,ridpu,pursuit
10089,ridûtu,appropriation
10090,ridûtu,(right of) succession
10091,ridûtu,succession
10092,ridûtu,pursuit
10093,ridûtu,persecution
10094,ridûtu,day of procession? for Ištar
10095,riggatu,villainy
10096,rigimtu,claim
10097,rigimtu,request
10098,rigmu,voice
10099,rigmu,cry
10100,rigmu,noise
10101,rihiṣtu,flooding
10102,rihûtu,progeny
10103,rihûtu,sperm
10104,rihītu,pouring out
10105,rihītu,insemination
10106,rihṣu,flood(ing)
10107,rihṣu,public debate
10108,rikbu,crew
10109,rikbu,attachment
10110,rikbu,male inflorescence
10111,rikibtu,copulation
10112,rikibtu,spur
10113,rikistu,treaty
10114,rikistu,pact
10115,rikkusatu,bundle
10116,riksu,binding
10117,riksu,knot
10118,riksu,bond
10119,rimku,bath
10120,rimku,bathing ceremony
10121,rimmatu,maggot
10122,rimmu,roaring
10123,rimmu,murmur
10124,rimûtu,to get
10125,rimûtu,suffer paralysis
10126,rimītu,residence
10127,rimītu,dwelling
10128,riphu,swelling
10129,ripittu,straying
10130,ripittu,errancy
10131,ripqu,hoed land
10132,ripsu,vapour
10133,ripsu,haze
10134,ripûtu,healing
10135,riqqu,votary
10136,riqqūtu,position of votary
10137,riqītu,(ruminant's third) stomach
10138,risbatu,brawl
10139,risbu,blow
10140,risbu,beating
10141,risibtu,beating
10142,risibtu,battering
10143,risittu,soaking
10144,risnu,soaking
10145,ritkubu,copulating with each other
10146,ritkubu,superimposed
10147,ritkubu,entwined
10148,ritpāhu,two-handed
10149,ritpāšu,very wide
10150,rittu,hand
10151,ritūmu,love-making
10152,riābu,to replace
10153,riābu,requite
10154,riāhu,to remain
10155,riāhu,be left over
10156,riāqu,to be empty
10157,riāqu,be unemployed
10158,riātu,ventive
10159,riāšu,to rejoice
10160,rišibtu,terror
10161,rišibtu,awe
10162,rišiktu,desiccation
10163,rišummāni,naked
10164,rišûtu,redness
10165,rišûtu,reddening
10166,riṣiptu,construction
10167,riṣiptu,masonry
10168,riṣpu,building
10169,riṭibtu,wetness
10170,riṭibtu,wetting
10171,ru''umu,to strike off
10172,ru'tu,spittle
10173,ru'tītu,sulphur
10174,ru'ubbā'u,replacement
10175,ru'ubtu,rage
10176,ru'āmu,love
10177,rubbu'u,to quadruple
10178,rubbû,brought to full growth
10179,rubbû,increase
10180,rubu'û,four-year-old
10181,rubu'û,of team of four
10182,rubu'ā,four each
10183,rubû,prince
10184,rubûtu,rulership
10185,rubātu,princess
10186,rubūtu,(divine) queen
10187,rubṣu,litter
10188,rubṣu,bedding
10189,rubṣu,dung (from floor of stall)
10190,ruddû,added to
10191,ruddû,increased
10192,rugbu,loft
10193,rugbu,room on roof
10194,ruggubu,with roof-room
10195,ruggubu,to put on an upper storey
10196,ruggugu,very wicked
10197,ruggû,to make false claim
10198,rugummû,claim
10199,rugummānû,legal claim
10200,ruhhu,left over
10201,ruhhu,special?
10202,ruhû,sorcery
10203,ruhû,philtre
10204,rukkubu,fertilized
10205,rukkusu,well fitted together
10206,rukūbu,vehicle
10207,rummuku,bathed
10208,rummû,released
10209,rummû,slackened
10210,rumīkātu,waste bath-water
10211,rupuqtu,a rivet
10212,rupuštu,phlegm
10213,rupuštu,spittle
10214,rupšu,width
10215,rupšu,breadth
10216,ruqbu,r. wool
10217,ruqbūtu,I shall make you decay
10218,ruqqu,cauldron
10219,ruqqu,thinness
10220,ruqqu,thin place
10221,ruqqu,part
10222,ruqququ,very thin
10223,ruqqû,to process oil
10224,russû,to dissolve
10225,rusû,dissolution?
10226,rusû,sorcery
10227,ruttutu,shivery
10228,ruāqu,to be distant
10229,ruāqu,go far off
10230,rušumtu,wet mud
10231,rušumtu,silt
10232,ruššuku,to fix
10233,ruššû,red
10234,ruṣṣunu,loud-voiced
10235,ruṭbu,dampness
10236,ruṭibtu,dampness
10237,ruṭubtu,dampness
10238,ruṭṭubu,wetted through
10239,râ'u,to befriend
10240,râbiš,quakingly
10241,râbu,to quake
10242,râdu,to quake
10243,râdu,shake
10244,râku,to pour out
10245,râku,away
10246,râmu,love
10247,râmu,to love
10248,râmu,to present to
10249,râmu,endow
10250,râsu,to strike
10251,râsu,smite
10252,râṣu,to rush (to help)
10253,rêmu,to be merciful
10254,rêmu,have compassion on
10255,rêqu,to be distant
10256,rêqu,go far off
10257,rêṣu,to help
10258,rîmtu,beloved
10259,rîmu,beloved
10260,rîtu,pasture
10261,rûmtu,beloved
10262,rā'imānu,one who loves
10263,rā'imānû,amorous
10264,rā'imūtu,friendship
10265,rābiṣu,lurker
10266,rābiṣūtu,rôle of rābiṣum
10267,rādiu,(caravan) guide
10268,rādiu,tracker
10269,rādu,rainstorm
10270,rādu,cloudburst
10271,rādāniš,like a rainstorm
10272,rāgimu,shouter
10273,rāgimānu,claimant
10274,rāhiṣu,flooder
10275,rāhiṣu,(clothes) cleaner
10276,rāhû,pourer
10277,rāhû,discharger
10278,rākibu,rider
10279,rākūsā,construction workers
10280,rāmimu,roarer
10281,rāmu,(be)loved
10282,rāpiqu,hoer
10283,rāpisu,thresher
10284,rāsinu,tanner
10285,rāsinūtu,activity of tanner
10286,rāsu,detachment
10287,rāšîlūtu,luck
10288,rāšîlūtu,divine favour
10289,rāšû,rich
10290,rāšû,well-off
10291,rāšû,creditor
10292,rāṭu,water-channel
10293,rāṭu,pipe
10294,rē'i-alpūtu,post of oxherd
10295,rē'u,angry
10296,rē'û,shepherd
10297,rē'û,herdsman
10298,rē'ûtu,shepherdship
10299,rē'ītu,shepherdess
10300,rēdû,soldier
10301,rēdû,private
10302,rēdû,administrator
10303,rēdû,pursuer
10304,rēdû,persecutor
10305,rēdû,accompanying (ox)
10306,rēdûtu,let him perform his military service
10307,rēhtu,remainder
10308,rēhu,remaining
10309,rēhu,left over
10310,rēhāniš,as the remnant
10311,rēmtu,womb
10312,rēmu,womb
10313,rēmu,compassion
10314,rēmēnû,merciful
10315,rēmēnānû,compassionate
10316,rēmūtu,pardon
10317,rēqu,far
10318,rēqu,distant
10319,rēqēnu,from a distance
10320,rētu,strength
10321,rēšiš,like a slave
10322,rēštu,beginning
10323,rēštu,point
10324,rēštu,prime
10325,rēštû,first
10326,rēštû,pre-eminent
10327,rēštû,prime
10328,rēšu,head
10329,rēšu,beginning
10330,rēšu,slave
10331,rēšūtu,slavery
10332,rēṣu,helper
10333,rēṣūtu,help
10334,rēṣūtu,assistance
10335,rībatu,compensation
10336,rību,earthquake
10337,rību,setting
10338,rību,replacement
10339,rību,requital
10340,rību,square
10341,rīdu,driving
10342,rīdu,droving
10343,rīdu,succession
10344,rīdu,pursuit
10345,rīdu,persecution
10346,rīmtu,wild cow
10347,rīmu,wild bull
10348,rīmu,gift
10349,rīmāniš,like a wild bull
10350,rīmānu,bull-like
10351,rīmātu,love
10352,rīmūtu,gift
10353,rīmūtu,present
10354,rīqu,empty
10355,rīqu,unemployed
10356,rīqu,aromatic substance
10357,rīqūtu,emptiness
10358,rīsu,beating
10359,rīsu,battering
10360,rīšiš,joyfully
10361,rīštu,rejoicing
10362,rīštu,celebration
10363,rīšu,celebrated
10364,rīṣu,help
10365,rīṣu,assistance
10366,rū'iš,for (his) friend
10367,rū'u,colleague
10368,rū'u,friend
10369,rū'ūtu,friendship
10370,rū'ūtu,association
10371,rūbu,anger
10372,rūbu,turmoil
10373,rūbu,setting
10374,rūbu,adulthood
10375,rūhu,(special) remnant
10376,rūqiš,(from) afar
10377,rūqu,distant
10378,rūtu,companion
10379,rūtu,associate
10380,rūštu,top quality
10381,rūštu,best oil
10382,rūšu,dirt
10383,rūšu,door-lintel
10384,rūšu,redness
10385,rūṣu,help
10386,rūṭu,half-cubit
10387,rūṭu,span
10388,sa'du,help
10389,sa'ālu,to cough
10390,sablu,work team
10391,sabsinnu,sack-maker
10392,sabsinnūtu,craft of sack-making
10393,sabsû,sack-maker
10394,sabû,to brew beer
10395,sabā'iu,seventh
10396,sabā'u,to rock
10397,sabā'u,quake
10398,sabā'u,lurch
10399,sabāku,to interweave
10400,sabītu,(kind of) lyre
10401,sabūbu,(grain of) cumin
10402,saddanakku,administrator of date orchards
10403,saddu,razzia
10404,sadirtu,battle line
10405,sadriš,regularly
10406,sadru,in order
10407,sadru,regular
10408,sadādu,is provided with
10409,sadādu,to make a raid
10410,sadāru,to place in order
10411,sadāru,do regularly
10412,sadīru,(ordered) group
10413,sadīru,section
10414,sagallu,hamstring
10415,sagbû,first
10416,sagbû,foremost
10417,sagdilû,single
10418,sagdilû,bachelor
10419,sagilatu,sedge tuber
10420,sagrikku,straw bale
10421,sagû,to cause distress to
10422,sagû,trouble
10423,sagû,menstrual towel
10424,sagānu,governor
10425,sah'u,rebellious
10426,sahaptu,devastation
10427,sahargû,mudguard
10428,saharmuddû,body
10429,saharu,tower
10430,saharšubbû,leprosy
10431,sahharu,convoluted
10432,sahhertu,(female) peddler
10433,sahhiru,peripatetic
10434,sahhiš,like a meadow
10435,sahhu,(water-)meadow
10436,sahhu,swelling
10437,sahimtu,valley
10438,sahindu,yeast
10439,sahliu,cress
10440,sahlu,pierced
10441,sahlûtu,(single) cress? seed
10442,sahmaštu,rebellion
10443,sahmaštu,uprising
10444,sahmu,pressed in
10445,sahnātu,ear (of corn)
10446,sahpu,overthrown
10447,sahpu,wrapped
10448,sahpu,encased
10449,sahru,turned
10450,sahāhu,to be terrified
10451,sahālu,to prick
10452,sahālu,pierce
10453,sahāmu,to trouble
10454,sahāmu,oppress
10455,sahānu,to draw
10456,sahāpu,to envelop
10457,sahāpu,overwhelm
10458,sahār,in the evening
10459,sahāru,to go around
10460,sahāru,turn
10461,sahāru,search
10462,sahāru,tarry
10463,sahātu,pitfall
10464,sahātu,trap
10465,sahāšu,to catch in a net
10466,sahṭu,(a kind of) grasshopper
10467,sakikkû,symptom(s)
10468,sakiptu,rejection
10469,sakkiš,dully
10470,sakku,blocked
10471,sakku,deaf
10472,sakkû,offering table
10473,sakkāpu,pusher
10474,saklu,simple
10475,saklu,imbecile
10476,sakpu,pushed away
10477,sakpu,resting
10478,sakru,refined
10479,sakāku,to block
10480,sakālu,to acquire
10481,sakālu,hoard
10482,sakālu,to balk
10483,sakālu,get stuck
10484,sakānu,to see to
10485,sakānu,care for
10486,sakāpu,to push down
10487,sakāpu,off
10488,sakāpu,away
10489,sakāpu,to rest
10490,sakāpu,lie down
10491,sakātu,to be silent
10492,sakīku,(mud
10493,sakīku,silt) deposits
10494,sal'ū,ignorance
10495,salhu,sprinkled
10496,salhu,damp
10497,sallu,tray
10498,salmu,peaceful
10499,salmu,friendly
10500,salmāniš,in friendly mood
10501,salqu,boiled
10502,saltu,trimmed
10503,salûtu,family relationship
10504,salā'u,to sprinkle
10505,salā'u,slander
10506,salā'u,to leave uninformed
10507,salāhu,to sprinkle (with)
10508,salāhu,to jerk
10509,salāhu,twitch
10510,salālu,to clear out
10511,salālu,clear away
10512,salāmu,amity
10513,salāmu,friendly relations
10514,salāmu,to be(come) at peace (with s.o.)
10515,salāmu,amicable
10516,salāqu,to boil
10517,salāqu,to climb up
10518,salātu,family
10519,salātu,clan
10520,salātu,to slit
10521,salātu,slice through
10522,salātu,split
10523,salīmiš,in peace
10524,salīmu,peace
10525,salīmu,amity
10526,salītu,net
10527,samdu,ground
10528,samdu,milled
10529,samhu,mixed
10530,samku,buried
10531,samkūtu,infilling
10532,sammû,lyre
10533,sammû,harp
10534,sammūtu,fragrance
10535,samnu,eighth
10536,samnu,oath
10537,samrūtu,nail
10538,samîš,like one undecided
10539,samû,undecided
10540,samû,vacillating
10541,samû,to vacillate
10542,samû,be undecided
10543,samādiru,flower
10544,samādu,to grind (finely)
10545,samāhu,to mix
10546,samāku,to cover up
10547,samāku,bury
10548,samāna-ešrû,eighteenth
10549,samāne,eight
10550,samānâ,eighty
10551,samānû,eighth
10552,samānû,one-eighth
10553,samānēšeret,eighteen
10554,samānūtu,octet
10555,samāru,to set aside
10556,samāru,separate off
10557,samāšu,to hide
10558,samīdu,seed of s.
10559,samītu,wall-plinth
10560,samītu,revetment
10561,sanbuku,bunch
10562,sanbuku,spray
10563,sandâniš,like a bird-catcher
10564,sangilû,difference
10565,sangilû,discrepancy
10566,saniqtu,verified fact
10567,sankallu,foremost
10568,sankullu,globe-lightning
10569,sankuttu,remainder
10570,sankuttu,residue
10571,sankātu,intrigues
10572,sannigû,list of stock
10573,sanninu,slanderous
10574,sannāpu,binder
10575,sanqu,checked
10576,sanqūtu,prudence
10577,sanqūtu,obedience
10578,santak,continuously
10579,santak,regularly
10580,santakku,triangle
10581,santakku,wedge
10582,santappu,protective cover
10583,sanānu,make flow
10584,sanāpu,to tie on
10585,sanāqu,to check
10586,sanāqu,approach
10587,sanāqu,to lack
10588,sanāqu,be in need of
10589,sanāšu,to stick in
10590,sanāšu,drive in
10591,sapannu,flatland
10592,sapannu,plain
10593,saparru,cart
10594,saphu,scattered
10595,saphu,dispersed
10596,saphūtu,dispersal
10597,saphūtu,diaspora
10598,saplu,bowl
10599,saplu,dish
10600,sapnu,paw
10601,sappartu,point
10602,sappartu,tip (of horn)
10603,sappihu,wasteful
10604,sappihu,spendthrift
10605,sappu,scraper
10606,sappāhu,scatterer
10607,sappāru,wild ram
10608,sapqu,able
10609,sapqu,competent
10610,sapsapu,moustache
10611,sapsapānu,moustachioed
10612,sapādu,to mourn
10613,sapāhu,to scatter
10614,sapāhu,disperse
10615,sapāku,to be ensnared
10616,sapānu,to flatten
10617,sapānu,lay flat
10618,sapāqu,to be sufficient
10619,sapāqu,to be able
10620,sapāqu,strong
10621,sapāriš,as with
10622,sapāriš,like a net
