,source_id,row_index,segment_idx,transliteration,translation
1304,,1307,0,12 GÍN KÙ.BABBAR ša li-bi-a ŠÀ.BA 1 GÍN KÙ.BABBAR a-na la-ma-sí-tim a-dí-in 3.3333 GÍN 7.5 ŠE ša šu-iš-ḫa-ra ší-im 1 UDU ḫa-bu-lu iš-ni-am ip-qí-dam-ma a-dí-ni ú-lá al-qé KÙ.BABBAR ša sà-li-bu ḫa-bu-lu-ni a-dí-ni ú-lá ni-im-ḫu-ur,"The 12 shekels of silver that I have in my possession, thereof: 1 shekel silver I gave to Lamassutum, 3 3 / 8 shekels are what Šu-Išhara owes as price of one . He entrusted it (for shipment) to me for the second time, but I have not yet obtained it. The silver that Salibu owes we have not yet received."
1305,,1308,0,a-na ku-li-a ḫa-nu-nu ú-ṣur-ša-a-šur a-šur-lá-ma-sí a-na u-ṣú-ur-ša-a-šur qí-bi₄-ma um-ma pì-lá-aḫ-IŠTAR 0.3333 ma-na 7 GÍN KÙ.BABBAR ša a-šur ša ma-ṣa-ar-tí ù be-té-e iš-tù 4 ša-na-té-e a-dí-na-ku um-ma a-ta-ma a-ḫi-i i-na ma-a-ma a-ma-ḫa-ar-ma KÙ.BABBAR 3 ma-na na-ší ú KÙ.BABBAR-áp-kà ú-šé-ba-lá-ku ú KÙ.BABBAR 1 GÍN a ni-na-ša ú-šé-ba-lá-ku ú ma-a iš-tù 4 ša-na-té-e KÙ.BABBAR-áp A-šur ta-ma-kà-ar ú a-dí u₄-mì-im a-nim tù-uk-ta-ṣí-dá-ni KÙ.BABBAR ú ḫa-ra-na-tí-šu ṣa-ba-at-ma a-na ša ki-ma i-a-tí dí-in KÙ.BABBAR e-lá ta-dí-in-ma a-na u₄-mì-im wa-ar-ke-e li-ba-kà i-ma-ra-IṢ a-na a-wa-tí ša ta-at-wu-ú ú a-na-ku a-wa-at ša a-ḫi eb-ri lá-IS-me-e ki-ma e-ta-wu-ni ta-ša-<gap>,"Say to Kuliya, Hanunu, Usur-sa-Assur, (and) Assur-lamassi, (in particular) to Usur-sa-Assur, thus Pilah-Istar: ""27 shekels of silver of Assur, of the strong room and the house(s), I gave you four years ago. You (then) said: 'I will turn to my brother in Mamma who is carrying 3 minas of silver, and I will send you your silver. Moreover, I will send to you, to Nenassa every (possible) shekel of silver'. Now, realize well that since four years you use the silver of Assur for trading purposes and that you have kept me waiting until this very day! Get hold of the silver or what has been acquired with it during its journeys and give it to my representative(s). Don't fail to give that silver lest you will regret it afterwards! As for the words you spoke, I too can listen to the words of colleagues and friends. You must comply(?) with what I said!""."
1306,,1309,0,a-ma-kam i-na be-el id-ma-tim ša ki-ma um-mì-a-né ma-ma-an mì-ma ú-lá i-ṭá-ḫi a ma-lá ṭup-pì-im ša a-lim{ki} i-ša-ri-iq-šu-um,"Over there no one of the share-holders representing the investors shall approach anything. According to the tablet of the City, (if he does) it will be considered as stolen by him."
1307,,1310,0,<gap>-1 TÚG <gap> pí-ri-kà-nu <gap>-5 TÚG <gap>-im ù <gap>-bu <gap> TÚG <gap>-ni ša be-lá-nim <gap>-mu <gap>-nam <gap>-ma a-ṣé-er <gap> ú-bi-il₅ <gap> pí-ri-kà-nu <gap>-lu-tim <gap> ù a-ḫa-ma <gap> 2 pí-ri-kà-an ku-nu-ki-a na-ar-bu-tim <gap>-tim mì-ma a-nim a-na a-šur-e-nam <gap>,"to the address of <gap>. he brought <gap> -textiles <gap> and separately 2 -textiles with my seals, soft ones? and <gap> ones, all this to / for Aššur-ennam <gap>"
1308,,1311,0,um-ma ša-lim-a-šur a-na en-nam-a-šur ù a-lá-ḫi-im qí-bi-ma KÙ.BABBAR pá-ḫi-ra-ma i-na ku-nu-ki-ku-nu ku-un-kà-ma a-na bé-tí-a a-šar ša-ṣú-ru-ni li-ni-dí 2 ma-na KÙ.BABBAR ša qá-tí-ni <gap>,"From Šalim-Aššur to Ennam-Aššur and Ali-ahum: Collect the silver, seal it with your seals and let it be placed in my house where it can be well guarded. 2 minas of silver from our account <gap>"
1309,,1312,0,um-ma e-na-aḫ-DINGIR-ma a-na a-lá-ḫi-im qí-bi-ma a-pu-tum i-na ša-am-ší ṭup-pá-am ta-ša-me-ú tí-ib-a-ma a-tal-kam a-na ša-lim-a-šùr a-bi-ku-nu iš-tí <gap>-tim <gap> i-ba-ší-ú <gap> URUDU SIG₅ ša qá-sú iš-<gap> a-na ni-bi-it URUDU SIG₅ IGI ší-bi ta-aḫ-sí-is-ta-kà i-dí-ma tí-ib-a-ma a-tal-kam ù a-na-kam iš-tí um-me-a-ni lu-za-ki-ku-nu i-na ba-ri-ku-nu lá tù-uš-té-ṣa-a-ma um-me-a-nu lá kà-<gap> a-we-lá-tù-ku-nu <gap> lá i-ḫa-li-qá <gap> ta-ša-lá-ta <gap>,"From Enah-ilī to Ali-ahum: Urgent! The very day you hear the letter you must set out and come. To your (plur.) father Šalim-Aššur <gap> what is present <gap> copper of good quality that he has personally <gap> deposit a memorandum before witnesses with specifications of the good copper, and set out and come here. Also, I shall clear you here with the investors. You must not quarrel with each other <gap>, and the investors should not <gap> your women <gap>should not be lost <gap> you (plur.) must (not) act rashly <gap>"
1310,,1313,0,2 ku-ta-ni ša da-tim a-na e-na-aḫ-DINGIR a-dí-ma a-na qá-tí-šu a-na É kà-ri-im i-dí 1 ku-ta-nam i qá-tim ša a-bi₄-ni a-na qá-tí-šu ú-ṭá-ḫi,"I gave Enah-ilī 2 kutānus for the fees, and he deposited them on his account in the office of the colony."
1311,,1314,0,a-na ša-lim-a-šur qí-bi-ma um-ma ša-lim-a-šur-ma a-šu-mì ili₅-ba-ni DUMU i-a-a a-dí ší-ni-šu tí-ir-tí i-li-kà-ku-um ki-ma lá-am-ni-iš e-ta-na-pu-šu iš-tù na-aḫ-ri-a tí-i-ir-tí a-šur-ma-lik DUMU šu-IŠTAR i-li-kam um-ma šu-ut-ma 8 TÚG.ḪI.A ili₅-ba-ni a-ṣé-ri-a im-tù-qú-ut TÚG.ḪI.A a-na ili₅-ba-ni ni-im-nu-ma šu-ut a-na a-šur-ma-lik im-nu-šu-nu 1 e-li-tám a-šur-ma-lik i-na pá-ni wa-ṣa-i-šu e-zi-ma ili₅-ba-ni il₅-qé-ší i-ṣé-er ṣú-ḫa-ri-im lá i-ma-qú-ut a-na a-lim{ki} pá-nu-kà šu-ma li-ba-kà am-ma-kam lá i-za-ku-ru <gap> li-li-ku-nim a-na-kam li-iz-ku-ú-ma a-šar i-bu-ra-ni KÙ.BABBAR-kà le-qé,"To Šalim-Aššur from Šalim-Aššur: I sent you word twice about Ilī-bāni son of Yaya. Since he keeps behaving in an evil manner a message from Aššur-malik son of Šu-Ištar came from Nahriya. He said: Ilī-bāni has attacked me for 8 textiles."" We counted the textiles for Ilī-bāni and he himself counted them for Aššur-malik. Aššur-malik left one top-pack before his departure and Ilī-bāni took that. He shall not attack the servant for anything. You are planning to go to the City. If you please, they should not formally state (it) there (<gap>) they should come. They should clear the matter here and then take your silver where it appears."""
1312,,1315,0,2 GÚ 56.6666 ma-na AN.NA qá-dum AN.NA qá-tim 15 LÁ 0.25 GÍN.TA 12 ma-na LÁ 0.3333 GÍN KÙ.BABBAR-áp-šu ší-im TÚG.ḪI.A ù ANŠE.ḪI.A 2.3333 ma-na KÙ.BABBAR ŠU.NÍGIN <gap> 14.3333 ma-na LÁ 0.3333 GÍN KÙ.BABBAR e-lá-ma is-ni-iq-ni-a-tí,"2 talent 56.6666 minas of tin, including the loose tin, at 14 3 / 4 shekels per (shekel of silver), its price in silver: 11 minas 59.6666 shekels; 2.3333 minas of silver, the price of the textiles and the donkeys. In all 14 minas 19.6666 shekels of silver Elamma weighed out to us."
1313,,1316,0,<gap> a-na ma-lá dí-in a-lim{ki} lu ni-ta-la-ak-ma <gap> qí-bi-ma a-ḫi a-ta <gap> i-na {d}UTU-ši ṭup-pí ta-ša-me-ú tí-ib-a-ma a-tal-kam <gap> lá a-kà-ṣa-ad a-na ša ki-ma i-a-tí qí-bi-ma <gap> iš-tí a-ba-ba bu-lá-tí-ni <gap> lá i-mu-a <gap> a-na <gap> lá <gap> bi ší <gap> i-a-tí qí-bi-ma iḫ-da-ma a <gap>,"<gap> let us go in accordance with the verdict of the City <gap> say. My dear brother, the very day you hear my letter set out and leave. I shall not seize. To my representatives: <gap> with Ababa <gap> our assets <gap> he will not <gap> """
1314,,1317,0,um-ma šu-IŠTAR-ma a-na en-na-sú-in qí-bí-ma mì-šu ša ta-áš-pu-ra-ma um-ma a-ta-ma 0.5-ma-na KÙ.BABBAR ḫu-bu-lá-am a-ma-at-kà té-pu-uš a-ṣé-er ra-ga-at-ni ù ḫu-bu-lá-am a-na na-ša-a té-pá-áš 10 ma-na 10 GÍN KÙ.BABBAR šé-bu-lá-tim uš-té-bi₄-lá-ší-im a-ma-kam a-ta ù-la ta-na-ṭá-al a-ma i-a-tí-i ta-ṭá-ba-am a-am-tám ḫa-li-iq a-na ta-al-ḫa-tim dí-i-ší a-na DUMU a-šùr lá ta-dá-ší,"Thus Šu-Ištar, say to Ennam-Suen: Why have you written me as follows: 'Your maid has contracted a debt of 0.5 mina of silver'. She is not only wicked, but is also contracting a debt for her <gap> I have sent her consignments of silver amounting to 10 minas and 10 shekels! Over there, you are not even looking! Is it really to me that you are being nice? Get rid of the maid, sell her to a man from Talhat, do not sell her to an Assyrian!"""""
1315,,1318,0,a-na a-lá-ḫi-im qí-bi₄-ma um-ma PUZUR₄-a-šur-ma 0.5 ma-na KÙ.BABBAR ša a pá-ni-a a ḫu-ra-ma tù-šé-bi₄-lá-ni-ma 0.5 ma-na KÙ.BABBAR ku-nu-ki-a en-na-nu-um DUMU ku-zi-a na-áš-a-ku-um na-áš-pè-ra-tum ša a-lim{ki} ša a-ṣé-ri-kà ub-lu-ni-ku-ni a-ḫi a-ta a ba-tí-qí-im pá-ni-im <gap> ub-lu,"To Ali-ahum from Puzur-Aššur: As to the 0.5 mina of silver that you sent to me in hurrama, Ennānum son of Kuziya brings you 0.5 mina of silver under my seal. The missives from theCity that they brought to you, my dear brother, to the first express caravan <gap>"
1316,,1319,0,iš-tí ší-ip-ri-ku-nu a-na da-me-e ša a-ḫi-a šé-a-im a-ta-lá-ak iš-tí ru-ba-im ta-am-ni-a-i-im ni-na-me-er-ma um-ma ší-ip-ru-ma a-ḫu-ni i-na ep-ri-kà me-et né-nu ù a-ḫu-šu a-ba-ú-kà iš-tí-ni da-me-e ša a-wi-lim šé-e um-ma ru-ba-ú-ma qá-i-a <gap> a-ma-ru-um am ri-<gap> a-ḫi-kà lá ú-ra-dí <gap> KÙ.BABBAR 5 ma-na ag-mu-ur ra-mì-ni i mu-tim áš-lu-ḫa-ma i kà-ni-iš áš-li-ma-ma um-ma a-na-ku-ma a-ḫi-i a šu-mì a-mu-tí-kà dí-ik KÙ.BABBAR ša šu-mì lá-qé-ep it-bu-lu <gap> KÙ.BABBAR a-mu-tim sú-re-e ša ta-dí-nu-šu-ni dí-ik a-li-ik-ma da-me-e ša a-ḫi-a šé-e kà-ru-um iš-al-šu-ma um-ma kà-ru-ma a-wi-lúm a šu-mì a-mu-tí-kà dí-ik a-li-ik-ma da-me-e ša a-wi-lim šé-e um-ma šu-ut-ma ú-lá a-lá-ak ṭup-pá-am ša ḫu-bu-ul a-wi-lim ú-kà-al a-na a-mu-tim na-is-ḫa-ku a pì-i kà-ri-im ú-dí-e-ma ša a-dí-ni zi-bu-um ša a-bi₄-a lá i-ri-qú ù ṭup-pè-e lu e-mu-uq a-ḫi-a ša a-ḫi ú-kà-lu lá ú-za-ki-ú iš-tí ší-ip-ri-ku-nu i-bi,"I left with your envoys to sue for blood-money for my brother. We met with the king of Tawniya and the envoys said: Our brother has died in your territory. We and his brothers are your fathers. Search for the blood-money for the man together with us."" The king answered: ""Wait! <gap> I shall not add <gap> to your brother's <gap> I spent at least 5 minas of silver."" I myself escaped death and I arrived safely in Kanesh and said: ""My brother was killed because of your iron. The silver that he took away in the name of Lā-qēp - surely he was killed for the silver for the iron that you gave to him. Go and sue for the blood-money for my brother."" The colony questioned him saying: ""The man was killed because of your iron. Go and sue for the blood-money for the man."" He answered: ""I shall not go. I have a tablet concerning the man's debt. Because of the iron I have been released of my reponsibility."" In accordance with the colony I announced that so far my father's <gap> has not been idle, and he has not cleared the tablets, or the fortune of my brother, which my brother has. They chose(?) with your envoys and <gap> he paid on the orders and the silver from my father's debt to the eponym <gap>"""
1317,,1320,0,a-na i-na-a ù <gap>-dí qí-bí-ma um-ma DINGIR-ba-ni-ma i-na 30 ma-na KÙ.BABBAR ša a-na É a-mur-IŠTAR ba-al-ṭù-šar ub-lá-ni té-ṣú-bi₄ 0.6666 ma-na 2.5 GÍN 0.3333 ma-na-im 4 GÚ LÁ 5 ma-na AN.NA 17 GÍN.TA KÙ.BI 17.3333 ma-na 1.3333 GÍN me-at ku-ta-nu qá-dí ša li-we-tim 8.5 ma-na 8 GÍN it-bu-lu 5 ANŠE ṣa-lá-mu 1.5 ma-na 3.5 GÍN it-bu-lu 15 GÍN wa-ṣí-tum 14 GÍN lu ú-nu-ut ANŠE.ḪI lu ú-ku-ul-tum 3 GÍN ša sà-e-tim 0.5 ma-na 1 GÍN be-ú-lá-at ḫa-ni ni-dí-šum i-na be-ú-lá-at ḫa-ni ša a-na ba-al-ṭù-šar ta-dí-na-ni 10 GÍN KÙ.BABBAR bu-lá-tí-šu-ma ni-il₅-qé um-ma šu-ut-ma ḫa-ni 90 ku-ta-ni 2 GÚ 10 ma-na 4 ANŠE ṣa-lá-mì ú-nu-sú-nu {d}UTU.DU₁₀ DUMU ga-<gap>-ma-nim ú ḫa-ni i-ra-dí-ú-ni-ku-nu-tí ki-ma ḫa-ra-num na-áp-ta at-ni <gap> ma-na AN.NA <gap> ú e-li-tù-šu ku-<gap> ù i pá-ni-im-ma ni-ba-kam 25 ma-na <gap> kà {d}UTU.DU₁₀ ni-dí-in be-ú-lá+lá-<gap>-in ší-a-ma-at 15 GÍN KÙ.BABBAR <gap> a-na i-na-a,"To Innaya and <gap> from Ilī-bāni: Of the 30 minas of silver that Balṭu-šar brought to Amur-Ištar's house: additions were 0.6666 mina 2.5 shekels - 0.3333 of a mina. 4 talents less 5 minas of tin at the rate in silver 1 to 17, its price in silver: 17.3333 minas 1.3333 shekels. 100 including those from the wrapping cost 8.5 minas 8 shekels. 5 black donkeys cost 1.5 mina 3.5 shekels. 15 shekels: export-duty. 14 shekels: both harness and fodder for the donkeys. 3 shekels: of the . We gave 0.5 mina 1 shekel as the working capital of hani to him. Of the working capital of hani that you gave to Balṭu-šar we received 10 shekels of silver as his own assets. He said: as for hani<gap>"" Šamaš-ṭāb son of Ga<gap>mannum and hani lead 90, 2 talents 10 minas (of tin), 4 donkeys and their harness to you. As the road has become open <gap> minas of tin <gap> his top-pack <gap> we shall dispatch as soon as possible. 25 minas <gap> we gave (to) Šamaš-ṭāb. <gap> purchase of 15 shekels of silver. <gap> give to Innaya."""
1318,,1321,0,3 GÚ 15 ma-na AN.NA ku-nu-ku 4 TÚG šu-ru-tum li-wi-tum 17 TÚG ku-ta-ni 17 ma-na AN.NA-ak qá-tim 2 ANŠE ṣa-lá-mu ŠU.NÍGIN 4 GÚ 18 ma-na AN.NA a-wi-it i-li-a iš-tù a-lim{ki} a-di kà-ni-iš{ki} 1 GÚ-tám 4 ma-na 6.25 GÍN.TA da-tum ik-šu-dam 15 GÍN.TA qá-qá-da-tù-um 17.5 ma-na 4 GÍN AN.NA áš-qúl 16.6666 GÍN mu-ṭá AN.NA-ak qá-tim 4 ša bi-lá-tim iš-tù tí-mì-il₅-ki-a a-di ḫu-ra-ma 0.3333 ma-na 6 GÍN.TA 1.6666 ma-na 4 GÍN áš-qúl 3.6666 ma-na 5 GÍN AN.NA ú-kúl-ti 2 ANŠE-re ù sá-ri-dim ù na-ab-ri-ta-šu-nu ANŠE-re i sí-kà-tim it-ru-ú-ma a-na pá-ṭá-ri-šu-nu 0.8333 ma-na AN.NA áš-qúl 0.5 ma-na 6 GÍN AN.NA ša ku-ku-ú 5 GÍN AN.NA a šé-né-šu <gap> (broken line) 17 TÚG ku-ta-ni-šu 1 TÚG a-na ni-is-ḫa-tim il₅-qé-ú 2.5 GÍN KÙ.BABBAR i-na-pu-lu-šu-um 2.5 TÚG a-na ší-mì-im i-na É.GAL-lim il₅-qé-ú 1.5 GÍN KÙ.BABBAR i-na-pu-lu-šum 1.5 GÍN KÙ.BABBAR ḫu-lu-qá-ú <gap> ik-šu-ud ší-im 2.5 TÚG ku-ta-ni,"2.5 textiles in the palace they took for sale, they will balance him? 1.5 shekel of silver. To 1 0.5 shekel of silver the losses <gap> amounted. The price of 2.5 tiles, 0.5 mina of silver, Aššur-ṣulūlī gave to Kūn-ilum. Separately, 5 11 / 12 shekels of silver of his one-third-share Aššur-ṣulūlī took. Thereof: 2 talents 10 minas of tin under seals applied in the City, 4 dark textiles, its wrapping, 12 -textiles, 2 black donkeys, and separately one -textile of Ku'uku. All this Ku'uku brought to hinnāya. Of the (remaining) 1 talent of tin with its surplus that I entrusted here <<and>> 6 minas were (paid) as import-tax, for 3 talents of tin the -tax amounted to 34 minas of tin, 12.5 minas of tin Kūn-ilum took, 8 minas 31 shekels Ilī-ālum took, 2.8333 minas of tin from the deficiency of the loose tin we handed over to Ku'uku. Aššur-ṣulūlī represented to hinnāya."
1319,,1322,0,a-na ma-ma-ḫi-ir lá-qé-ep a-lá-ḫi-im ù šu-IŠTAR qí-bi-ma um-ma en-um-a-šur-ma ta-áš-pu-ra-nim um-ma a-tù-nu-ma um-me-a-nu a-bi-kà ma-lá i-na pá-ni-tim tù-<gap>-um ma-ag-ru-kà a-ḫu-a-tù-nu 4 a-tù-nu a-na ṣé-er um-me-a-ni a-bi-ni pu-nu-a-ma a-wa-tí-ni ga-me-ra-ma URUDU-um ša ú-ṣú-ur-ša-a-šur il₅-qé-ú i-na KÙ.BABBAR-pí-šu li-iṣ-ḫi-ir a-<gap> ki-ma ra-mì-ni <gap> ki-ma i-<gap>-a-ma <gap>-ta-a a-na-ku ù a-lá-ḫu-um lu ni-iš-qú-ul šu-ma um-me-a-nu a-bi-ni i-pá-lu-ḫu-ma ni-iš a-lim{ki} lá i-ta-mu-ú ma-lá a-wa-tim i-na pá-ni-tim ú-kà-i-lu a-wa-tum lu-up-ta a-wa-tim ga-me-ra-ma ik-ri-bu-um i-na ba-ri-ku-nu li-qí-bi-ma i-na a-lá-ki-a a-na-ku ù a-lá-ḫu-um mu-ta-a KÙ.BABBAR lu ni-iš-qú-ul a-ḫu-a a-tù-nu a-na pá-ni-a tí-ir-ta-ku-nu iš-tí ṣú-ḫa-ri-a a-ni-tum lá a-ni-tum li-li-kam-ma ṭé-mì-i lu ṣa-áb-ta-am a ba-ri-ku-nu i-na e-ra-bi₄-a a-wa-tí i-na a-ma-ri-a e i-ba-al-ku-ta-a-nim šu-ma a-tù-nu a-na ta-<gap> ta-ša-ḫu-ṭá a-dí a-lá-ki-a i,"To Man-mahir, Lā-qēp, Ali-ahum and Šu-Ištar from Ennam-Aššur: You have written, saying: ""Your father's inverstors have agreed with you as much as you suggested earlier."" My dear brothers, you four must turn to our father's investors, and conclude our entire case and as to the copper that Uṣur-ša-Aššur has taken, let it be deducted from his silver. <gap> I and Ali-ahum should pay. If our father's inverstors are afraid and do not swear the oath by the City, then write the words I earlier suggested. Conclude the case and let an oath be sworn among you, so I and Ali-ahum may pay half the silver each. My dear brothers, send me word with my servant whether it is one or the other, so I can make up my mind. Between you, when I arrive and consider the case, it must not be overturned for me. If you yourselves fear <gap> then let it be said between you so as not to transgress until I arrive."
1320,,1323,0,0.5 ma-na LÁ 1 GÍN KÙ.BABBAR a-ḫa-ma 8 GÍN KÙ.BABBAR ù 2.25 GÍN KÙ.KI ša DAM ku-ni-lim 2.25 GÍN KÙ.BABBAR ni-is-ḫa-tum ša a-šur i-li-a DUMU ku-ni-lim e-zi-ib KÙ.BABBAR a-ni-um ša IŠTAR-lá-ma-sí DAM ku-ni-lim a-na na-áb-šé-em a-na lá-ma-sà-tim DAM e-lá-ma ta-dí-nu ki-ma me-er-e ku-ni-lim en-um-a-šur DUMU a-šur-dan ù šu-mì-a-bi₄-a DUMU e-mu-a ša-zu-uz-tum ša me-er-e ku-ni-lim KÙ.BABBAR ù KÙ.KI ik-nu-ku-ma a-na en-um-ì-lí DUMU ḫa-da-a ni-ip-qí-id-ma a-na a-lim{ki} a-ṣé-er DUMU.MÍ ku-ni-lim ú-ba-al ša-du-a-sú ša-bu IGI ip-pa-lu DUMU a-mur-IŠTAR IGI a-šur-ma-lik DUMU a-mu-ra IGI a-šur-i-mì-tí DUMU a-ni-nim,"29 shekels of silver, separately 8 shekels of silver and 2 1 / 4 shekels of gold of Kūn-ilum's wife, 2 1 / 4 shekels of silver, excise for Assur, Iliya, son of Kūn-ilum left behind. This money, which Ištar-lamassī, Kūn-ilum's wife, had given in deposit to Lamassutum, Elamma's wife - acting for Kūn-ilum's sons Ennam-Aššur, son of Aššur-dān, and Šumi-abiya, son of Emua, the representatives of Kūn-ilum's sons, have sealed this silver and gold and we entrusted it to Ennam-ilī, son of hadāya, to bring it to the City, to the address of Kūn-ilum's daughter. He has been paid his transport fee. In the presence of Ippalu, son of Amur-Ištar, of Aššur-mālik, son of Amura, of Aššur-imittī, son of Anīnum."
1321,,1324,0,a-na ma-nu-ki-a-šùr ù a-ḫa-tim qí-bi-ma um-ma ú-ṣur-ša-a-šùr-ma a-na ma-nu-ki-a-šùr qí-bi-ma a-ḫi a-ta šu-ma am-tum KÙ.BABBAR ta-aḫ-ta-ša-aḫ KÙ.BABBAR 2 GÍN dí-ší-im a-na-kam a-na a-wa-tim ša ki-ma um-me-a-ni-a i-ṣa-áb-tù-ni wa-ar-ki ṭup-pí-im a-nim a-na ITU.1.KAM a-ma-qú-tám a-na KÙ.BABBAR-pí-kà 2 GÍN ša a-na am-tim ta-du-nu-ni ší-a-ma-at a-lim{ki} a-šùr i pá-ni-a ú-ba-lá-kum šál-ma-a-ku mì-ma am-tum a-ma-kam ḫu-bu-lam lá té-pá-áš ù ṭup-pè lu ša DAM.GÀR ša e-zi-bu lu ta-na-ṣú-ur,"To Mannu-kī-Aššur and Ahātum from Uṣur-ša-Aššur; specifically to Mannu-kī-Aššur: My dear brother, if the maid wants silver, give her some 2 shekels of silver. The representatives of my investor have been seized here for a lawsuit. I shall arrive one month after this letter. As for your silver, the 2 shekels that you will give to the maid, I shall personally bring you purchases from the city of Aššur. I am well. The maid must not make any debts there. And she must guard the tablets of the customers that I left."
1322,,1325,0,1 TÚG KI ša-ḫa-ma 1 TÚG KI sú-is-ḫa-ra šu wa-áb-ri-ni IGI a-šùr-ba-ni,"1 textile owed by Šahama; 1 textile owed by Su-Ishara, our guest."
1323,,1326,0,a-na ku-zi-zi-a IŠTAR-lá-ma-sí na-áb-sú-in a-na-na a-mur-IŠTAR ša-lim-ar-dí ma-nu-ki-DINGIR-a qí-bi-ma um-ma en-um-a-šur-ma 1.5 ma-na 5 GÍN KÙ.BABBAR ku-nu-ki ša ku-ku-wa ù ku-nu-ki-a ù 7 ANŠE.ḪI.A ṣa-lá-mì ú ú-nu-sú-nu mì-ma a-nim i-a-um ma-nu-ki-ì-lí-a na-áš-a-ku-nu-tí a-ṣé-er KÙ.BABBAR a-nim ša ma-nu-ki-ì-lí-a na-áš-a-ku-nu-tí-ni a-na 3 ma-na KÙ.BABBAR ú ṣí-ba-tí-šu ša ku-ku-wa a-na ma-nu-ki-a-šur DUMU MAN.IŠTAR ḫa-bu-lu-ni-ma 20 GÚ SÍG.ḪI.A a-na ša-pá-ar-tim ú-kà-lu-ni a-na ša ki-ma i-a-tí qí-bi-ma a-ma-kam ma-lá KÙ.BABBAR IŠTAR-lá-ma-sí ù ma-nu-ki-ì-lí-a i-ḫa-šu-ḫu-ni KÙ.BABBAR lu i-na ša ba-áb-tí-a ta-am-ḫu-ra-ni lu KÙ.BABBAR ša a-na ṣé-er a-na-na ku-nu-ki-a ú-šé-bi₄-lá-ni a-na ṣí-ib-tim KÙ.BABBAR ki-ma a-wa-at kà-ri-im dí-na-šu-nu-tí-ma ṭup-pá-am ša IŠTAR-lá-ma-sí ù ma-nu-ki-ì-lí-a me-er-i-ša ša qá-qá-ad šál-mì-šu-nu lu-up-ta-ma a-na am-tí-a ṭup-pá-am dí-na-ma a-dí a-lá-kà-ni,"To Kuziziya, Ištar-lamassī, Nāb-Suen, Anna-anna, Amur-Ištar, Šalim-wardī (and) Mannum-kī-iliya from Ennam-Aššur: 1 ½ mina 5 shekels of silver sealed by Kukuwa and by me plus 7 black donkeys with their harness - all this belonging to me, Mannum-kī-iliya brings to you. In addition to this silver that Mannum-kī-iliya brings to you, for the 3 minas silver and its interest that Kukuwa owes to Mannum-kī-Aššur son of Puzur-Ištar, and for which he holds 20 talents of wool as security - say to my representatives: Whatever silver Ištar-lamassī and Mannum-kī-iliya ask for there, lend them silver against interest according to the rate of the colony - from what silver you have received from my outstanding claims, or silver I sent to Anna-anna under my seal; then write a tablet for Ištar-lamassī and Mannum-kī-iliya, her son, with joint liability, and give the tablet to my maid so it may remain in her possession until I come. Also, you must assist <gap> "
1324,,1327,0,a-na ṣé-er a-šùr-UTU i-na ba-áb ḫa-ra-ni-šu né-ru-ub-ma um-ma en-na-sú-in a-na a-šùr-UTU-ma a-pu-na lá-ma kà-sà-am ni-iš-tí-ú a-wa-tí-im lá-ta-wu-kum li-ba-tim lá ta-ma-lá i-nu-mì i-na wa-áš-ḫa-ni-a ú-kà-i-lu-ni-ni 2-ma-na KÙ.BABBAR a-ḫa-ti tù-šé-bi-lá-kà um-ma a-šùr-UTU ke-na tù-šé-bi-lá-ni-ma ú-lá a-dí-na-kum um-ma en-na-sú-in-ma u₄-ma-am a-ḫa-tí ta-tù-ra-am um-ma ší-it-ma ta-al-tám-nam KÙ.BABBAR ù ṣí-ba-tí ša iš-tù 8 ša-na-tim šé-ṣí-ma dí-nam um-ma a-šùr-UTU-ma e-ni-ma-ma a-na šé-ep a-šur-i-mì-tí am-qú-ut a-ḫu-ú-a a-tù-nu a-ma KÙ.GI 15 GÍN ù 1 ma-na sà-am-tum ma-lá ta-le-a-ni É.GAL-lam ṭá-i-ba um-ma a-šùr-UTU-ma a-na en-na-sú-in-ma šu-ma KÙ.BABBAR a-na ma-dí-im i-tù-ar al-kam-ma ší-bé-kà la-aṣ-ba-at-ma ma-lá e-pá-ší-im ep-ša-ni um-ma en-na-sú-in-ma a-na a-šùr-UTU-ma É.GAL-lúm KÙ.BABBAR ma-dam i-ṣé-ri-a i-šu,"We entered with Aššur-šamšī when he was about to go on a journey and Ennam-Suen said to Aššur-šamšī: Please, before we drink from the cup I want to declare something to you, do not get angry! When they detained me in Wašhaniya did my sister send you to me with 2 minas of silver?"" Aššur-šamšī answered: ""Sure, she sent me, but I did not give it to you."" Ennam-Suen then said: ""Today my sister has come back here and she said: 'You have done me wrong! Produce the silver and its interest due since eight years and give it to me!'"" Aššur-šamšī answered: "" trew myself down at the feet of Aššur-imittī, saying: 'Please, my brothers, here are gold, 15 shekels, and 1 mina of carnelian, appease the palace as well as you can'"". Aššur-šamšī also said to Ennam-Suen: ""If the silver (due) has increased much then come here, let me seize your witnesses and do with me what you think best!"" Ennam-Suen answered Aššur-šamšī as follows: ""The palace <has> a substantial silver claim on me <gap>"""""
