,oare_id,aligned_transliteration,aligned_translation,comment
706,0.0,lu-lu en-nu-um-be-lúm pu-šu-ki-in sá-sí-a en-um-a-šùr DUMU a-ni-nim a-lá-ḫu-um DUMU sú-kà-li-a i-dí-ku-bu-um DUMU a-šùr-ma-lik ú-ṣú-ur-ša-a-šùr DUMU a-gu-a i-lá-áš-ra-ni {d}EN.LÍL-ba-ni DUMU za-za a-ba-sí-a DUMU {d}li-i-ba-a a-ku-ku tù-ur-a-šùr DINGIR-na-da DUMU a-šùr-na-da sú-in-na-da,"Lulu, Ennam-Bēlum, Pūsu-kēn, Sasiya, Ennam-Aššur son of Anninum, Ali-ahum son of Sukkalliya, Iddin-Kūbum son of Aššur-malik, Uṣur-ša-Aššur son of Aguwa, Il-ašrannī, Illil-bāni son of Zaza, Abasiya son of Libbaya, Akuku, Tūr-Aššur, Ilī-nādā son of Aššur-nādā, Suen-nādā -",List of names; interval end adjusted from 29 to 29 (token sú-in-na-da inclusive)
707,1.0,mì-ma a-wi-lu a-ni-ú-tum i-na pu-ùḫ-ri-im i-na kà-ri-im bu-ru-uš-ḫa-dim uš-bu-ú,all these men sat in the assembly in the Burušhaddum colony,Interval 29-37 matches well
708,2.0,um-ma šu-nu-ma ṣú-ba-tám šu-um-šu mì-ma a-na ú-ší-na-lam lá ta-da-an,"and they said: ""Do not sell a single textile to Ušinalam!""",Interval 38-46 matches well
709,9298628f-c336-4602-a716-deb96f7802a7_0,TÚG ku-ta-nam šu-li DUMU PUZUR₄-a-bé-eḫ a-lá-ḫa-am a-ḫu-šu a-na e-lá-ma ú-kà-a-an,Šuli, son of Puzur-Abeh
710,9298628f-c336-4602-a716-deb96f7802a7_1,šu-ma lá ú-kà-i-in KÙ.BABBAR 0.5 ma-na šu-li a-na e-lá-ma i-ša-qal,If he does not bring proof Šuli will pay 0.5 mina of silver to Elamma.,Conditional clause tokens 11-20
711,9298628f-c336-4602-a716-deb96f7802a7_2,iš-tù ḫa-mu-uš-tim ša a-šùr-ma-lik ṣa-lá-mì-im ki-ma a-wa-at kà-ri-im a-na 1 ma-na-e-em ṣí-ib-tám ú-ṣa-áb,Starting from the week eponymy of Assur-mālik, the black one
712,9298628f-c336-4602-a716-deb96f7802a7_3,lí-mu-um ša qá-té ba-zi-a DUMU šé-pá-lim,Eponymy of the successor of Baziya, son of Šēp-ālum
713,9298628f-c336-4602-a716-deb96f7802a7_4,ITU.KAM na-ar-ma-ak-a-šur ša ki-na-tim IGI ir-ma-a-šùr IGI na-ar-me-a IGI en-nam-{d}IŠKUR IGI ri-ma-nim,Month III. Witnesses: Ir'am-Aššur, Nar'am-Ea
714,0.0,5 GÚ URUDU iš-tí ku-ur-zi-a ù šu-ni-sà-ba,5 talents of copper is owed by Kurziya and Šu-Nisaba.,Segment starts at token 1; interval adjusted to include šu-ni-sà-ba (token 7)
715,1.0,iš-tù ḫa-mu-uš-tim ša a-bi-ì-lí a-na 4 ḫa-am-ša-tim i-ša-qú-lu,Reckoned from the week of Abī-ilī they are to pay within 4 weeks.,Interval 8-15 as suggested; fits well
716,2.0,šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu,If they have not paid (in time) they are to add interest according to the rule of the colony.,Interval 16-23; fits well
717,3.0,ITU.KAM a-lá-na-tim,Month Allanātum.,Interval 24-25; fits well
718,4.0,li-mu-um a-al-DU₁₀,Eponymy Ali-ṭāb.,Interval 26-27; fits well
719,5.0,3 GÚ 23 ma-na URUDU iš-tí ì-lí-iš-ta-kál,3 talents 23 minas of copper is owed by Iliš-tikal.,Interval 28-34; fits well
720,6.0,5 GÚ URUDU iš-tí ku-ra,5 talents of copper is owed by Kura.,Interval 35-39; fits well
721,7.0,u₄-mu-šu 1 ITU.KAM e-tí-qú,His terms are overdue by 1 month.,Interval 40-43; suggested interval was 39-44 but token 39 (ku-ra) belongs to seg 6
722,8.0,4 GÚ URUDU KI a-šur-i-mì-tí,4 talents of copper is owed by Aššur-imittī.,Interval 44-48; fits well
723,9.0,iš-tù ḫa-mu-uš-tim ša ku-lu-uk-lu a-na 3 ḫa-am-ša-tim i-ša-qal,Reckoned from the week of Kuluklu he is to pay within 3 weeks.,Interval 49-56; fits well
724,10.0,šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,If he has not paid (in time) he is to add interest according to the rule of the colony.,Interval 57-64; fits well
725,11.0,ITU.KAM ša sà-ra-tim,Month Ša-sarrātim.,Interval 65-67; fits well
726,12.0,li-mu-um ša i qá-tí a-al-DU₁₀ il₅-qé-ú,Eponymy he who took over from Ali-ṭāb.,Interval 68-73; fits well
727,13.0,ša mì-ma a-we-li a-ni-ú-tim ṭup-pì-šu-nu ḫa-ru-mu-tim a-na a-ta-ta DUMU LUGAL-sú-in e-zi-ib,With respect to all these men I have left their certified tablets with Atata son of Šar-Suen.,Interval 74-84; fits well
728,14.0,IGI a-šur-i-mì-tí IGI a-al-DU₁₀ IGI aḫ-ša-lim DUMU i-dí-IŠTAR,Witnessed by Aššur-imittī by Ali-ṭāb by Ah-šalim son of Iddin-Ištar.,Interval 85-92; fits well
729,930fc410-c565-4bd8-bf9e-1164f5f95b2c_0.0,KIŠIB ku-ku-a DUMU ma-nu-ki-ì-lí-a KIŠIB da-da-a DUMU bu-zi KIŠIB ì-lí-dan DUMU i-dí-a-šùr,Seal of Kukuwa son of Mannum-kī-iliya, seal of Dadaya son of Buzi
730,0.0,0.5 ma-na KÙ.BABBAR ta-ad-mì-iq-tám ša a-lá-ḫi-nim ša tù-ùḫ-pì-a ì-lí-ba-ni i-ḫi-bi₄-il₅-ma 5 ma-na AN.NA iš-tù a-lim{ki} i-na e-lá-i-šu AN.NA a-na a-lá-ḫi-nim pí-šu-ú i-dí-in,"For 0.5 mina of silver, a loan by teh alahhinnum of Tuhpiya, Ili-bani became indebted and he promised the alahhinnum 5 minas of tin (to be paid) when he would come up from the City.",Segment covers opening clause about the tadmiqtum-loan
731,1.0,i-na tù-ùḫ-pì-a iṣ-bu-tù-ni-ma 5 ma-na AN.NA a-na zu-mu-ú kà-ší-im ša qá-té a-lá-ḫi-nim áš-qúl IGI a-šùr-DU₁₀ DUMU a-bu-ša-lim IGI a-šùr-GAL DUMU i-na-a IGI lá-ba-na-da DUMU sà-sa-lim IGI ku-ur-ku-ri-im DUMU a-ku-ú-a IGI a-šùr-ma-lik DUMU a-šùr-lá-ma-sí IGI {d}UTU-ṣú-lu-li DUMU bu-ur-IŠTAR IGI kà-ar-zi-li-li,"In Tuhpiya they seized me and I paid 5 minas of tin to Zumu, the kassum of the staff of the alahhinnum, in the presence of Assur-tab, son of Abu-salim, of Assur-rabi, the son of Innaya, of Laban-nada, son of Sasallum, of Kurkurum, son of Aku'a, of Assur-malik son of Assur-lamassi, of Samas-sululi, son of Bur-Istar, and of Karzilili.",Witness list ends with kà-ar-zi-li-li
732,2.0,kà-nu-tum a-ša-at il₅-ba-ni ta-aṣ-ba-ta-ni-ma um-ma ší-it-ma 0.5 ma-na KÙ.GI pá-ša-lam ù 1.5 ma-na KÙ.BABBAR ša a-na-aḫ-ì-lí DUMU DU₁₀-ṣí-lá-a-šùr a-na a-lim{ki} i-ni-iš-ú KÙ.BABBAR ù KÙ.GI i-a-um,"Kannutum, the wife of Ili-bani, seized me saying: Half a mina of gold and 1.5 mina of silver, which Anah-ili, son of Tab-silli-Assur, brought to the City, that silver and gold belong to me!",Direct speech of Kannutum regarding her claim
733,3.0,ṭup-pá-am ša ší-be ša ba-áb i-lim ša KÙ.BABBAR ù KÙ.GI ší-a-ú-ni tù-kà-li-mì-ma 2 ma-na KÙ.BABBAR IGI a-nu-pí-a DUMU ú-ṣú-ur-ša-a-šùr IGI ur-da-a-šur DUMU DIRI-im IGI a-šùr-ni-šu-um DUMU iz-kà-nim IGI,"A tablet by witnesses, drawn up in the Gate of the God, to the effect that the silver and gold belong to her she showed me and 2 minas of silver, in the presence of Anuppiya, son of Usur-sa-Assur, of Urad-Assur, son of Watrum, of Assur-nisu, son of IZkanum, of her husband, of her brother Iliya, and of Mannum-ki-Assur, son of Ili-wedaku, I have her in Tuhpiya.",Transliteration ends here; remainder of tablet not provided in source
734,4.0,,"She is satisfied, she will not come back on it.",No transliteration available for this segment
735,5.0,,"Should she not give me the tablets in Kanesh, then I have a claim on her for teh (figurines of the) gods.",No transliteration available for this segment
736,6.0,,"In the name of Ennam-Assur, son of Dadanum, Assur-emuqi, the harnessor of Asanum, guaranteed me 13 shekels of silver in the presence of Kusatiya, of Samas-sululi, son of Bur-Istar, of Su-Nunu, son of Adadaya.",No transliteration available for this segment
737,7.0,,"12 shekels of silver, which Malahum owes to Belum-bani, son of Su-rama, - (when) I seized Malahum for that silver he said: I will send it to you from Ulama - in the presence of Samas-sululi, son of Bur-Istar, (and) of Assur-malik, son of Assur-lamassi.",No transliteration available for this segment
738,8.0,,"1 black donkey the harnessor of Hanna-Narum, son of Elali, who has taken up the function of scribe in Mamma, let to Ulama to Hanna-Narum, Assur-emuqi, and Malahum in order to sell it.",No transliteration available for this segment
739,9.0,,"In the presence of Iliya, son of Ennam-Suen.",No transliteration available for this segment
740,10.0,,"6 shekels of silver, the excise on it added, I gave to Ennum-ili of Gabattum to bring up (from Assur), without charging (me) expenses, one fine kutanu-textile.",No transliteration available for this segment
741,11.0,,"7 shekels of silver, the excise on it added, I gave to Assur-tab to bring up from the City a fine kutanu-textile without (charging me) expenses.",No transliteration available for this segment
742,12.0,,"To each of them I gave one mina of copper, in the presence of Ennam-Assur, son of Dalas (and) of Assur-samsi, son of Pilah-Assur.",No transliteration available for this segment
743,13.0,,"1.5 mina of silver, 85 minas of refined copper, and separately 3 shekels of silver for my maid; 3 shekels of silver and 75 grains of silver of his god, belonging to Assur-imitti, 53.5 grains of pasallu-gold and one black donkey - all this I gave to Alpili.",No transliteration available for this segment
744,14.0,,"10 shekels of silver and separately 3 shekels of silver of Assur-bani, plus a black donkey (and) a jar of acorns - all this I gave to Asanum and I gave 0.5 shekel of silver to Assur-bani and he has shipped it to the City.",No transliteration available for this segment
745,15.0,,"2 minas 7 shekels of silver are with Assur-imitti, son of Mannum-balum-Assur, under the seals of my representatives, ..... Alpili......",No transliteration available for this segment
746,0.0,62 ku-ta-ni a-na ir-i-bi-im ù šé-ep-IŠTAR e-zi-ib,I left 62 kutānus with Ir'ibum and Šēp-Ištar.,Interval (1
747,1.0,ŠÀ.BA 30 ku-ta-ni a-na šu-pu-nu-ma-an ni-dí-in,We gave 30 kutānus thereof to Šuppunuman;,Interval adjusted to (8
748,2.0,5 TÚG a-na ra-dí-im iš-ḫi-a-ni-tí-im,5 textiles for the guide from Išḫianit.,Suggested interval (14
749,93fde8dd-5a59-410d-839f-be47069faa71_0.0,re-eš₁₅ ITU.KAM ḫu-bu-ur li-mu-um šu-ḫu-bur,beginning of month VI; eponymy of Šu-hubur.,Closing formula for the Aššur-rē'ī silver debt entry; interval slightly adjusted to include full eponymy formula
750,93fde8dd-5a59-410d-839f-be47069faa71_1.0,18 GÍN KÙ.BABBAR iš-tí i-zi-iz-mì-šar ITU.KAM ma-ḫu-ur-ì-lí a-na 6 ITU.KAM i-ša-qal li-mu-um šu-ḫu-bur,18 shekels of silver due from Izziz-Mīšar; month IV; he will pay within 6 months; year eponymy of Šu-hubur.,Full entry for Izziz-Mīšar debt including repayment term and eponymy closing
751,9418eea8-a40f-4660-adfa-7347b30310d5_0,19 GÍN KÙ.BABBAR SAḪAR.BA ší-im 1.8333 ma-na LÁ 2 GÍN AN.NA ša kà-nu-tim i li-bi a-mur-IŠTAR DUMU i-da-a a-na ITU.1.KAM i-ša-qal,"19 shekels of 'dust silver', the price of 1 mina and 48 shekels of tin, which Kannutum has as claim on Amur-Istar, son of Idaya - within one month he will pay.",Interval adjusted to end at token 21 (i-ša-qal) inclusive
752,9418eea8-a40f-4660-adfa-7347b30310d5_1,ITU.KAM qá-ra-tum,Month VIII.,Interval corrected to tokens 22-23; suggested interval (21-23) was slightly misplaced
753,9418eea8-a40f-4660-adfa-7347b30310d5_2,IGI šál-ma-{d}IŠKUR nu-a-ri-im IGI i-dí-sú-in DUMU a-ta-na-aḫ,"In the presence of Salim-Adad, the musician, of Iddin-Suen, the son of Atanah.",Tokens 24-30; interval matches well
754,0.0,e-ru-ub-ma ṭup-pé ša a-bi-kà lu-lá-mì-id-kà-ma lu i-na a-lim{ki} KÙ.BABBAR lu ta-ad-mì-qá-tim lu ḫu-bu-ul a-bi-kà KÙ.BABBAR ma-sà-am ú-ša-qí-il₅,"let me inform you of your father's tablet and either in the City, whether silver from free loans or from the debt of your father, I had washed silver paid.","Interval (61,81) adjusted slightly; e-ru-ub-ma begins the legible clause about informing re father's tablet"
755,1.0,um-ma šu-ut-ma mì-nam we-dam i-a-tí tù-la-ma-da-ni a-ḫu-ú-a lá-šu-ú šu-ma-ba KÙ.BABBAR tù-ša-qí-il₅ KÙ.BABBAR-áp-kà ni-ta-pá-al,"He said: ""Why do you inform me alone? My brothers are not present. If you have had the silver paid then we shall balance your own silver.""","Interval (81,94) confirmed; um-ma šu-ut-ma marks direct speech introduction"
756,2.0,IGI a-mur-{d}UTU IGI na-áb-sú-in DUMU {d}AB-ba-ni IGI i-ku-pí-a-šùr DUMU šu-IŠTAR,"Witnessed by Amur-Šamaš, witnessed by Nab-Suen son of Illil-bāni, witnessed by Ikuppi-Aššur son of Šu-Ištar.","Interval noted as (94,94) which is erroneous; corrected to follow ni-ta-pá-al through witness list IGI formulae"
757,3.0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš{ki} i-dí-ni-a-tí-ma ṭup-pá-am IGI GÍR ša a-šùr i-ba-ab DINGIR-lim ni-dí-in,"The Kanesh colony gave us for these proceedings, and we gave a tablet in front of Aššur's dagger in the Gate of the God.","Interval (104,94) is inverted/erroneous; corrected to final clause beginning a-na a-wa-tim"
758,9519f8d6-02cb-4d7d-b71b-9ccef82299e5_0,KIŠIB a-šùr-ma-lik DUMU DINGIR-ba-ni KIŠIB a-la-ḫi-im DUMU i-na-aḫ-DINGIR KIŠIB a-mur-IŠTAR DUMU mì-šu-GAL KIŠIB a-gu-a KIŠIB i-dí-a-bi-im,Seal of Aššur-malik son of Ilī-bāni seal of Ali-ahum son of Inah-ilī seal of Amur-Ištar son of Miššu-rabi seal of Aguwa seal of Iddin-abum.,Tokens 0-15; seals section
759,9519f8d6-02cb-4d7d-b71b-9ccef82299e5_1,ša 24 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šùr-be-el-a-wa-tim i-šu-ú,Concerning 24 minas of refined silver that Iddin-abum owes to Aššur-bēl-awātim.,Tokens 16-24; debt statement
760,9519f8d6-02cb-4d7d-b71b-9ccef82299e5_2,iš-tù ḫa-mu-uš-tim ša li-ba-a ù ì-lí-iš-tí-kál a-na 20 ḫa-am-ša-tim i-ša-qal,Reckoned from the week of Libbaya and Iliš-tikal he must pay within 20 weeks.,Tokens 25-34; payment deadline; guide suggests break after i-ša-qal
761,9519f8d6-02cb-4d7d-b71b-9ccef82299e5_3,šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na ma-na-im i-na ITU.1.KAM ú-ṣa-áb,If he has not paid (in time) he must pay interest at the rate 1.5 shekel per mina per month.,Tokens 35-44; interest clause
762,9519f8d6-02cb-4d7d-b71b-9ccef82299e5_4,šu-ma ṭup-pu-šu i-lá-pu-tù 6 ma-na KÙ.GI šu-mì a-šùr-be-el-a-wa-tim i-lá-pá-at,If they write his tablet he must book 6 minas of gold in the name of Aššur-bēl-awātim.,Tokens 45-53; tablet writing clause
763,95445314-2aa6-4e78-85d3-58bb252ffdc8_0,i-na 0.3333 ma-na 4 GÍN KÙ.BABBAR ší-im am-tí-im ša a-na a-ta-na-aḫ a-dí-nu-šu-ni 4 GÍN KÙ.BABBAR a-na a-ḫu-qar i-dí-in 11.83334 GÍN KÙ.BABBAR a-na bé-lúm-ba-ni i-dí-in,Of 24 shekels of silver the price of the slave-girl which I had given to Atanah he gave 4 shekels of silver to Ahu-waqar(?); 11.8333 shekels of silver he gave to Bēlum-bāni.,Segment ends after i-dí-in (Bēlum-bāni giving); 0.3333 ma-na = 20 shekels but translation says 24 shekels suggesting a slightly different reading
764,95445314-2aa6-4e78-85d3-58bb252ffdc8_1,7 GÍN KÙ.BABBAR ḫu-bu-ul <gap> 1.1666 GÍN KÙ.BABBAR ú 0.5 GÍN ṣí-ib-ta-am i-<gap> a-na a-ta-na-aḫ ni-dí-in <gap>,7 shekels of silver the debt of <gap> 1.1666 shekels of silver and 0.5 <gap> as interest <gap> to Atanah we gave.,Gap in transliteration corresponds to broken tablet
765,95445314-2aa6-4e78-85d3-58bb252ffdc8_2,0.5 GÍN KÙ.BABBAR i li-bi₄ a-ḫu-ša DUMU ku-ra,0.5 shekel of silver is owed by Ahuša son of Kura.,Clear segment break after ku-ra
766,95445314-2aa6-4e78-85d3-58bb252ffdc8_3,0.5 GÍN KÙ.BABBAR i li-bi₄ za-ga-al-i IR-dí-šu,0.5 shekel is owed by Zagalʾu his slave.,IR-dí-šu = his slave/servant
767,95445314-2aa6-4e78-85d3-58bb252ffdc8_4,0.83334 GÍN dá-a-tí 5 ma-na KÙ.BABBAR.KÙ.BABBAR mu-ṭá 0.5 GÍN KÙ.BABBAR bi₄-it-qá-at ma-na-im ša AN.NA-ki-im ša 5 ma-na KÙ.BABBAR 0.5 GÌN KÙ.BABBAR a-na a-šur-DU₁₀ a-dí-in,0.8333 shekel my road-tax. 5 minas of silver - the deficiency on the silver (is) 0.5 shekel of silver due to the underweight of the (1-)mina-weight (used) for tin for a value of 5 minas of silver - I gave (this) 0.5 shekel of silver to Aššur-ṭāb.,Complex financial clause about weight deficiency for tin
768,95445314-2aa6-4e78-85d3-58bb252ffdc8_5,mì-ma a-nim i li-bi₄ a-ta-a DUMU i-ku-nim,All this is owed by Ata(ya) son of Ikūnum.,Summary clause
769,95445314-2aa6-4e78-85d3-58bb252ffdc8_6,ga-am-ru-um dá-a-tù-um ta-ší-a-tù-um ú mu-ṭá-a 10 ma-na-e ša 42.5 ma-na AN.NA i li-bi₄ a-ta-a-ma DUMU i-ku-nim bé-lúm-ba-ni i-šu,Travel expenses road-tax cost of transport and deficiency on the 10-mina-weight (used) for (weighing) 42.5 minas of tin is also owed by Ataya son of Ikūnum to Bēlum-bāni.,Three cost categories enumerated before final creditor
770,95445314-2aa6-4e78-85d3-58bb252ffdc8_7,15 GÍN KÙ.BABBAR ṣa-ru-pá-am 3 ma-na URUDU ša ša-du-e-šu 2-ší-na ú-kà-pè wa-dí-ú-tim a ta-ad-mì-iq-tim mì-ma a-nim i li-bi₄ na-ra-am-ZU DUMU kà-ki-a ú i-dí-in-ni-ra-aḫ be-lúm-ba-ni i-šu,15 shekels of refined silver 3 minas of native copper two <gap> saddlecloths as tadmiqtum - all this is owed by Narām-Suen son of Kakkiya and Iddin-Nirah to Bēlum-bāni.,Two debtors named jointly
771,95445314-2aa6-4e78-85d3-58bb252ffdc8_8,IGI a,Witnessed by Ali-ahum son of Enah-ilī.,Transliteration is truncated here; IGI a begins the witness formula but the rest is not in the provided transliteration; segments 9-15 fall beyond the provided text
772,0.0,KIŠIB a-ku-za DUMU šu-a-nim KIŠIB ú-ra-a DUMU ma-na-na KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na KIŠIB la-qé-pì-im DUMU {d}AB-ba-ni KIŠIB i-tur₄-DINGIR DUMU a-mur-IŠTAR,Sealed by Akuza son of Šu-Anum, by Uraya son of Manana
773,1.0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ša ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in,The Kanesh colony gave us for these proceedings and we gave a tablet with our testimony before Assur's dagger.,Interval (20-34) covers the remainder of the text correctly
774,0.0,a-ḫa-ma 1.3333 ma-na KÙ.BABBAR ṣa-ru-pu-um iš-tí-šu-ma,Further, 1.3333 mina of refined silver is owed by him as well
775,1.0,a-na ba-áb ḫa-ra-ni-a i-ša-qal,he will pay at the start of my journey,Segment 1.0; guide: 'He will pay at the time he leaves'; ba-áb ḫa-ra-ni-a = 'start/gate of the journey'
776,99923b12-2acd-4eb4-9e1a-56b85c475a76_0.0,um-ma kà-ru-um kà-ni-iš-ma a-na kà-ar kà-ar-ma ú wa-bar-ra-tim a-dí tù-ùḫ-pí-a qí-bi-ma,"Thus kārum Kanesh, say to every single colony and the trading stations until Tuhpiya as follows:","Interval (0,11) confirmed correct; tokens 0–10"
777,99923b12-2acd-4eb4-9e1a-56b85c475a76_1.0,ku-li-a ší-pár-ni a-na ta-ʾi-tim ša-pí-ir,"Kuliya, our messenger, has been sent to transmit instructions.","Interval (11,16) confirmed correct; tokens 11–15"
778,99923b12-2acd-4eb4-9e1a-56b85c475a76_2.0,2-ší-na mu-qá-ri-bé dí-na-šu-ma kà-ru-um a-na kà-ri-im li-ip-qí-sú,Give him two escorts and (thus) (each) colony must convey him to the (next) colony.,"Interval (16,23) confirmed correct; tokens 16–22"
779,99923b12-2acd-4eb4-9e1a-56b85c475a76_3.0,lá tù-ša-as-ḫa-ra-šu,Do not cause him delay!,"Suggested interval (23,27) is too wide; corrected to (23,25), tokens 23–24 only"
780,99923b12-2acd-4eb4-9e1a-56b85c475a76_4.0,ša i-na mu-qá-ri-be ta-bi-ra šu-ma a-lá-kam iš-tí ku-li-a lá i-mu-ú kà-sí-a-šu-ma šé-ri-a-ni-šu,"If among the escorts you have chosen somebody refuses to accompany Kuliya, bind him and have him brought here.","Suggested interval (27,37) adjusted to (25,37) to include ša i-na mu-qá-ri-be ta-bi-ra"
781,0.0,kà-ru-um ṣa-ḫe-er GAL dí-nam i-dí-in-ma ša-lim-a-šùr ù šu-be-lúm u₄-ma-ma ú-za-ku-ru-ma a-šar i-ma-gu₅-ru-ni e-ta-wu ú ṭup-pá-am ša a-lim{ki} ù ša be-el mì-ig-ra-tí-šu-nu IGI da-a-a-ni i-ša-ku-nu,"The plenary assembly of the colony passed a verdict, stating that Šalim-Aššur and Šu-Bēlum on this very day must make declarations, and they must discuss in order to come to an agreement; further, they must deposit the tablet from the City assembly and of the men who settled their affair before the judges.","Single segment covering entire transliteration; interval (0,24) spans all 24 tokens of the transliteration matching the complete translation."
