,id,source_id,row_index,segment_idx,akk,eng,transliteration,translation
424,424,,449,0,1 ma-na KÙ.BABBAR ṣa-ru-pá-am en-um-a-šur DUMU šál-ma-a-šur a-na be-a-lim a-na i-tur₄-DINGIR ù e-lá-lí DUMU me-er-e PUZUR₄-a-na i-dí-in KÙ.BABBAR šál-ma-am i-na e-ra-bi-šu-nu-ma i-na a-lim{ki} i-ša-qú-lu-ú KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu i-na a-lim{ki} ù GÁN-lim ra-ki-is ITU.1.KAM ša sá-ra-tim li-mu-um ša qá-tí a-šur-na-da DUMU ili₅-bi-na-ni ,"Ennam-Aššur son of Šalim-Aššur has given 1 mina of refined silver as a working-capital to Itūr-ilī and Elāli, sons of Puzur-Anna. They will pay the correct amount of silver when they arrive from the City. They are jointly responsible for the silver, both in the City and abroad. Month Ša-sarrātim, eponymy after Aššur-nādā son of Ilī-binannī. ",1 ma-na KÙ.BABBAR ṣa-ru-pá-am en-um-a-šur DUMU šál-ma-a-šur a-na be-a-lim a-na i-tur₄-DINGIR ù e-lá-lí DUMU me-er-e PUZUR₄-a-na i-dí-in KÙ.BABBAR šál-ma-am i-na e-ra-bi-šu-nu-ma i-na a-lim{ki} i-ša-qú-lu-ú KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu i-na a-lim{ki} ù GÁN-lim ra-ki-is ITU.1.KAM ša sá-ra-tim li-mu-um ša qá-tí a-šur-na-da DUMU ili₅-bi-na-ni ,"Ennam-Aššur son of Šalim-Aššur has given 1 mina of refined silver as a working-capital to Itūr-ilī and Elāli, sons of Puzur-Anna. They will pay the correct amount of silver when they arrive from the City. They are jointly responsible for the silver, both in the City and abroad. Month Ša-sarrātim, eponymy after Aššur-nādā son of Ilī-binannī. "
425,425,,450,0,IGI šu-bé-lim DUMU šu-IŠTAR IGI zu-ku-a DUMU a-šur-i-dí,"Witnessed by Šu-Bēlum son of Šu-Ištar, by Zukuwa son of Aššur-idī.",IGI šu-bé-lim DUMU šu-IŠTAR IGI zu-ku-a DUMU a-šur-i-dí,"Witnessed by Šu-Bēlum son of Šu-Ištar, by Zukuwa son of Aššur-idī."
426,426,,452,0,IGI a-bu-um-DINGIR IGI ša-lim-a-šùr,"Witnessed by Abum-ilī, witnessed by Šalim-Aššur.",IGI a-bu-um-DINGIR IGI ša-lim-a-šùr,"Witnessed by Abum-ilī, witnessed by Šalim-Aššur."
427,427,,453,0,11.5 ma-na URUDU ší-ku-um i-ṣé-er sú-kà-li-im lu-zi i-šu iš-tù ITU.1.KAM áb-ša-ra-ni li-mu-um ku-bi-a-a ki-ma a-wa-at kà-ri-im ṣí-ib-tam ú-ṣa-áb ,"Sukkallum owes 11.5 minas of -copper to Luzi. Reckoned from the month Ab-šarrāni, eponymy Kūbiya, he must add interest in accordance with the rule of the colony. ",11.5 ma-na URUDU ší-ku-um i-ṣé-er sú-kà-li-im lu-zi i-šu iš-tù ITU.1.KAM áb-ša-ra-ni li-mu-um ku-bi-a-a ki-ma a-wa-at kà-ri-im ṣí-ib-tam ú-ṣa-áb ,"Sukkallum owes 11.5 minas of -copper to Luzi. Reckoned from the month Ab-šarrāni, eponymy Kūbiya, he must add interest in accordance with the rule of the colony. "
428,428,,454,0,IGI ú-zu-a IGI i-dí-a-bi₄-im,"Witnessed by Uzuwa, by Iddin-abum.",IGI ú-zu-a IGI i-dí-a-bi₄-im,"Witnessed by Uzuwa, by Iddin-abum."
429,429,,455,0,a-na ší-im 17 ma-na AN.NA 8.5 GÍN.TA 2 ma-na KÙ.BABBAR-áp-šu ša a-dí-da i-dí-na-ni-ma a-na-ku a-na tí-me-el-ki-a a-ṣé-er a-lá-ḫi-im ú-šé-bi-lu-šu a-na-kam ni-kà-sí a-na-ku ù a-lá-ḫu-um ni-sí-ma iš-tù ší-im 3 TÚG ku-ta-ni ša bé-ú-lá-at a-šur-kà-ší-id i-dí-na-ni-ma 8 GÍN.TA áš-ku-nu-šu-ni lu ší-im 5 ma-na AN.NA-ki-šu ša iš-tí dan-a-šur <gap> mu-ṭá ù ša <gap> iṣ-ḫi-ir-ma 9 GÍN <gap> lu KÙ.BABBAR 4 GÍN ša a-šu-mì <gap> šu-um-šu ú-ṣa-ḫi-ru 1 ma-na 7.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i li-bi a-la-ḫi-im en-nam-a-šùr i-dí-i ,"I and Ali-ahum settled accounts here concerning the price of 17 minas of tin at the rate 1:8.5 (its value in silver is 2 minas) that Adida gave to me and which I personally sent to Timelkiya to Ali-ahum: after he gave me the proceeds from 3 kutānu-textiles as Aššur-kāšid's working capital and I set down 8 shekels per piece for him, then both the proceeds from his 5 minas of tin that <gap> with Dan-Aššur <gap> the deficit <gap> was deducted and <gap> 9 shekels <gap> and some 4 shekels of silver that he deducted <gap> Ennam-Aššur set down 1 mina 7.5 shekels of refined silver as owed by Ali-ahum. ",a-na ší-im 17 ma-na AN.NA 8.5 GÍN.TA 2 ma-na KÙ.BABBAR-áp-šu ša a-dí-da i-dí-na-ni-ma a-na-ku a-na tí-me-el-ki-a a-ṣé-er a-lá-ḫi-im ú-šé-bi-lu-šu a-na-kam ni-kà-sí a-na-ku ù a-lá-ḫu-um ni-sí-ma iš-tù ší-im 3 TÚG ku-ta-ni ša bé-ú-lá-at a-šur-kà-ší-id i-dí-na-ni-ma 8 GÍN.TA áš-ku-nu-šu-ni lu ší-im 5 ma-na AN.NA-ki-šu ša iš-tí dan-a-šur <gap> mu-ṭá ù ša <gap> iṣ-ḫi-ir-ma 9 GÍN <gap> lu KÙ.BABBAR 4 GÍN ša a-šu-mì <gap> šu-um-šu ú-ṣa-ḫi-ru 1 ma-na 7.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i li-bi a-la-ḫi-im en-nam-a-šùr i-dí-i ,"I and Ali-ahum settled accounts here concerning the price of 17 minas of tin at the rate 1:8.5 (its value in silver is 2 minas) that Adida gave to me and which I personally sent to Timelkiya to Ali-ahum: after he gave me the proceeds from 3 kutānu-textiles as Aššur-kāšid's working capital and I set down 8 shekels per piece for him, then both the proceeds from his 5 minas of tin that <gap> with Dan-Aššur <gap> the deficit <gap> was deducted and <gap> 9 shekels <gap> and some 4 shekels of silver that he deducted <gap> Ennam-Aššur set down 1 mina 7.5 shekels of refined silver as owed by Ali-ahum. "
430,430,,456,0,IGI i-ri-ší-im DUMU a-mur-{d}UTU IGI šu-a-šur <gap> a-šur IGI šu-IŠTAR DUMU šu-ki-tim,"Witnessed by Erišum son of Amur-Šamaš, by Šu-Aššur son of <gap>-Aššur, by Šu-Ištar son of Šukkutum.",IGI i-ri-ší-im DUMU a-mur-{d}UTU IGI šu-a-šur <gap> a-šur IGI šu-IŠTAR DUMU šu-ki-tim,"Witnessed by Erišum son of Amur-Šamaš, by Šu-Aššur son of <gap>-Aššur, by Šu-Ištar son of Šukkutum."
431,431,,457,0,1 ku-ta-nu-um SIG₅ 1 ku-ta-num tár-dí-ú-um 1 ra-qú-tum 1 ša a-ki-dí-e ku-nu-ki ša šál-ma-a-šùr šé-ep-IŠTAR ù ša-lim-wa-ar-dí a-na a-lá-bi₄-im ù i-dí-a-šùr ip-qí-du ,"Šep-Ištar and Šalim-wardi have entrusted 1 kutanum of good quality, 1 kutanum of secondary quality, 1 thin textile, 1 Akkadian textile — under Šalim-Aššur's seal — to Ali-abum and Iddin-Assur. ",1 ku-ta-nu-um SIG₅ 1 ku-ta-num tár-dí-ú-um 1 ra-qú-tum 1 ša a-ki-dí-e ku-nu-ki ša šál-ma-a-šùr šé-ep-IŠTAR ù ša-lim-wa-ar-dí a-na a-lá-bi₄-im ù i-dí-a-šùr ip-qí-du ,"Šep-Ištar and Šalim-wardi have entrusted 1 kutanum of good quality, 1 kutanum of secondary quality, 1 thin textile, 1 Akkadian textile — under Šalim-Aššur's seal — to Ali-abum and Iddin-Assur. "
432,432,,458,0,IGI bu-zu-a IGI DU₁₀-ṣí-lá-a-šùr,"Witnessed by Buzuwa, by Tab-sill-Aššur.",IGI bu-zu-a IGI DU₁₀-ṣí-lá-a-šùr,"Witnessed by Buzuwa, by Tab-sill-Aššur."
433,433,,459,0,ṣú-ḫa-ru-ú a-sà-nim ša É ás-qú-dim ú pì-lá-aḫ-IŠTAR DUMU e-lá-ma ḫa-ra-nam iš-té-ni-iš i-li-ku-nim-ma i-na ḫu-ra-ma a-na É ku-bi-a iš-té-ni-iš e-ru-bu-ma ni-is-ḫa-tí-šu-nu É.GAL-lúm iš-té-ni-iš i-sú-ùḫ i-na wa-ar-ki-tim lu-qú-tum i-ṣí-bi-it-ma lu-qú-tám ša a-sà-nim É.GAL-lúm i-ta-ba-al AN.NA ša pí-lá-aḫ-IŠTAR É ku-bi-a ú-pá-zi-ru-ma i-na É ub-ri iš-lim-ma be-lá-num i-li-kam-ma ki-ma pí-lá-aḫ-IŠTAR im-ṣí-ma AN.NA il₅-qé ku-bi₄-ma a-na bé-lá-nim DUMU šu-a-šur AN.NA ip-qí-id um-ma bé-lá-num-ma ma-ṣa-ku a ma-lá ṭup-pí-im ša a-lim{ki} kà-ru-um ḫu-ra-ma ṣa-ḫe-er GAL i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in ,"The servants of Asānum, who belongs to the house of Asqūdum, and Pilah-Ištar, son of Elamma, together went on a business trip and in hurama they together entered Kubiya's house and the palace levied the import-tax from them together. Afterwards merchandise was seized and the palace took away Asānum's merchandise. The tin that Pilah-Ištar had hidden in Kubiya's house, was saved in the lodging and when Belānum came he claimed the right to take the tin in Pilah-Ištar's name and Kubiya entrusted the tin to Bēlānum, the son of Šu-Aššur. Bēlānum declared: I take the responsibility!"" In accordance with the tablet of the City the plenary hurama colony made us available and we gave our testimony before Aššur's dagger. ",ṣú-ḫa-ru-ú a-sà-nim ša É ás-qú-dim ú pì-lá-aḫ-IŠTAR DUMU e-lá-ma ḫa-ra-nam iš-té-ni-iš i-li-ku-nim-ma i-na ḫu-ra-ma a-na É ku-bi-a iš-té-ni-iš e-ru-bu-ma ni-is-ḫa-tí-šu-nu É.GAL-lúm iš-té-ni-iš i-sú-ùḫ i-na wa-ar-ki-tim lu-qú-tum i-ṣí-bi-it-ma lu-qú-tám ša a-sà-nim É.GAL-lúm i-ta-ba-al AN.NA ša pí-lá-aḫ-IŠTAR É ku-bi-a ú-pá-zi-ru-ma i-na É ub-ri iš-lim-ma be-lá-num i-li-kam-ma ki-ma pí-lá-aḫ-IŠTAR im-ṣí-ma AN.NA il₅-qé ku-bi₄-ma a-na bé-lá-nim DUMU šu-a-šur AN.NA ip-qí-id um-ma bé-lá-num-ma ma-ṣa-ku a ma-lá ṭup-pí-im ša a-lim{ki} kà-ru-um ḫu-ra-ma ṣa-ḫe-er GAL i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in ,"The servants of Asānum, who belongs to the house of Asqūdum, and Pilah-Ištar, son of Elamma, together went on a business trip and in hurama they together entered Kubiya's house and the palace levied the import-tax from them together. Afterwards merchandise was seized and the palace took away Asānum's merchandise. The tin that Pilah-Ištar had hidden in Kubiya's house, was saved in the lodging and when Belānum came he claimed the right to take the tin in Pilah-Ištar's name and Kubiya entrusted the tin to Bēlānum, the son of Šu-Aššur. Bēlānum declared: I take the responsibility!"" In accordance with the tablet of the City the plenary hurama colony made us available and we gave our testimony before Aššur's dagger. "
434,434,,460,0,IGI a-šur-ša-du-ì-lí IGI ir-ma-a-šur DUMU a-šur-ma-lik IGI a-bu-ša-lim DUMU šu-IŠTAR,"Witnessed by Aššur-šadu-ilī, by Ir'am-Aššur, son of Aššūr-mālik, and by Abu-šalim, son of Šu-Ištar.""",IGI a-šur-ša-du-ì-lí IGI ir-ma-a-šur DUMU a-šur-ma-lik IGI a-bu-ša-lim DUMU šu-IŠTAR,"Witnessed by Aššur-šadu-ilī, by Ir'am-Aššur, son of Aššūr-mālik, and by Abu-šalim, son of Šu-Ištar."""
435,435,,461,0,<gap> ú-ṣa-áb ITU.KAM qá-ra-a-tim li-mu-um bu-zu-zu 20 ma-na KÙ.BABBAR i da-na-ma qá-tí a-ša-kà-an ,"<gap> month Qarra'ātum, eponymy Buzuzu. He will give me 20 minas of silver and I shall lay claim to that. ",<gap> ú-ṣa-áb ITU.KAM qá-ra-a-tim li-mu-um bu-zu-zu 20 ma-na KÙ.BABBAR i da-na-ma qá-tí a-ša-kà-an ,"<gap> month Qarra'ātum, eponymy Buzuzu. He will give me 20 minas of silver and I shall lay claim to that. "
436,436,,462,0,IGI a-šur-GAL IGI a-šur-{d}UTU-ši IGI pí-lá-aḫ-a-šur ,"Witnessed by Aššur-rabi, by Aššur-šamšī, by Pilah-Aššur.",IGI a-šur-GAL IGI a-šur-{d}UTU-ši IGI pí-lá-aḫ-a-šur ,"Witnessed by Aššur-rabi, by Aššur-šamšī, by Pilah-Aššur."
437,437,,464,0,IGI PUZUR₄-{d}IM DUMU i-dí-IŠTAR IGI du-um-qá-a DUMU kur-ub-a-a <gap> ,"Witnessed by Puzur-Adad son of Iddin-Ištar, by Dumqaya son of Kurub-Ištar.",IGI PUZUR₄-{d}IM DUMU i-dí-IŠTAR IGI du-um-qá-a DUMU kur-ub-a-a <gap> ,"Witnessed by Puzur-Adad son of Iddin-Ištar, by Dumqaya son of Kurub-Ištar."
438,438,,465,0,§ mu-ḫu-ur-šu <gap> a-ṣé-er KÙ.BABBAR <gap> a-šur-ta-ak-lá-ku <gap> ak-lá-ku <gap>, § <gap> receive <gap> on to of the silver <gap> Aššur-taklāku <gap>,§ mu-ḫu-ur-šu <gap> a-ṣé-er KÙ.BABBAR <gap> a-šur-ta-ak-lá-ku <gap> ak-lá-ku <gap>, § <gap> receive <gap> on to of the silver <gap> Aššur-taklāku <gap>
439,439,,466,0,22 ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi₄-im a-šur-ma-lik i-šu a-na a-lá-ak šu-{d}EN.LÍL i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na ma-na-im ú-ṣa-áb ,"Iddin-abum owes 22 minas 10 shekels of refined silver to Aššur-malik. He is to pay before Šu-Illil arrives. If he has not paid (in time), he will add interest at the rate 1.5 shekel per month per mina. ",22 ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi₄-im a-šur-ma-lik i-šu a-na a-lá-ak šu-{d}EN.LÍL i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na ma-na-im ú-ṣa-áb ,"Iddin-abum owes 22 minas 10 shekels of refined silver to Aššur-malik. He is to pay before Šu-Illil arrives. If he has not paid (in time), he will add interest at the rate 1.5 shekel per month per mina. "
440,440,,467,0,IGI a-šur-e-mu-qí IGI en-nam-a-šur DUMU me-na-a,"Witnessed by Aššur-emūqī, by Ennam-Aššur s. of Menaya.",IGI a-šur-e-mu-qí IGI en-nam-a-šur DUMU me-na-a,"Witnessed by Aššur-emūqī, by Ennam-Aššur s. of Menaya."
441,441,,469,0,IGI ṣí-lu-šu-da-ga-an DUMU IŠTAR-pí-lá-aḫ IGI a-lá-ḫi-im DUMU ša-lim-a-šur,"Witnessed by Ṣilluš-Dagān son of Ištar-pilah, by Ali-ahum son of Šalim-Aššur.",IGI ṣí-lu-šu-da-ga-an DUMU IŠTAR-pí-lá-aḫ IGI a-lá-ḫi-im DUMU ša-lim-a-šur,"Witnessed by Ṣilluš-Dagān son of Ištar-pilah, by Ali-ahum son of Šalim-Aššur."
442,442,,470,0,15 ma-na URUDU ma-sí-a-am i-na áb-na-tí-ni i-na ṣé-er ú-na-bi₄ ú a-ší-a-at lu-zi i-šu iš-tù ḫa-mu-uš-tim ša a-mu-ru-um-ba-ni ú a-šur-na-da a-na 4 ḫa-am-ša-tim i-ša-qú-lu šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu i-na pu-ru-uš-ḫa-dim URUDU-am i-ša-qú-lu ITU.KAM ḫu-bu-ur li-mu-um i-dí-a-bu-um ,"Unabi and Ašiat owe 15 minas of washed copper, weighed with our stones, to Luzi. Reckoned from the week of Amurrum-bāni and Aššur-nādā they must pay within 4 weeks. If they have not paid (in time), they must add interest according to the rule of the colony. They must pay the copper in Purušhaddum. Month hubur, eponymy Iddin-abum. ",15 ma-na URUDU ma-sí-a-am i-na áb-na-tí-ni i-na ṣé-er ú-na-bi₄ ú a-ší-a-at lu-zi i-šu iš-tù ḫa-mu-uš-tim ša a-mu-ru-um-ba-ni ú a-šur-na-da a-na 4 ḫa-am-ša-tim i-ša-qú-lu šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu i-na pu-ru-uš-ḫa-dim URUDU-am i-ša-qú-lu ITU.KAM ḫu-bu-ur li-mu-um i-dí-a-bu-um ,"Unabi and Ašiat owe 15 minas of washed copper, weighed with our stones, to Luzi. Reckoned from the week of Amurrum-bāni and Aššur-nādā they must pay within 4 weeks. If they have not paid (in time), they must add interest according to the rule of the colony. They must pay the copper in Purušhaddum. Month hubur, eponymy Iddin-abum. "
443,443,,471,0,IGI i-dí-a-bi₄-im DUMU i-tur₄-DINGIR,Witnessed by Iddin-abum son of Itūr-ilī.,IGI i-dí-a-bi₄-im DUMU i-tur₄-DINGIR,Witnessed by Iddin-abum son of Itūr-ilī.
444,444,,472,0,1.5 ma-na 2 GÍN i ṭup-pì-im lá-pì-it 1.8333 ma-na a qá-tí-a ta-dí ŠU.NÍGIN 3 ma-na šu-mì ku-ni-lim É kà-ri-im lá-pí-it i-5 ku-ta-ni TA ša É kà-ri-im i-dí-ú-ni 2 TÚG ša ku-ni-lúm ŠÀ.BA 0.5 TÚG i qá-tí ku-ni-lim ú-ṭá-ḫa ,"For 1 mina 32 shekels he has been registered on the tablet. 1.8333 mina you deposited as my share. In all 3.5 minas have been booked in Kūn-ilum's name in the colonial office. Of the 5 -textiles each? that they deposited in the colonial office, 2 pieces belong to Kūn-ilum, thereof I will transfer 0.5 textile from Kūn-ilum's share. ",1.5 ma-na 2 GÍN i ṭup-pì-im lá-pì-it 1.8333 ma-na a qá-tí-a ta-dí ŠU.NÍGIN 3 ma-na šu-mì ku-ni-lim É kà-ri-im lá-pí-it i-5 ku-ta-ni TA ša É kà-ri-im i-dí-ú-ni 2 TÚG ša ku-ni-lúm ŠÀ.BA 0.5 TÚG i qá-tí ku-ni-lim ú-ṭá-ḫa ,"For 1 mina 32 shekels he has been registered on the tablet. 1.8333 mina you deposited as my share. In all 3.5 minas have been booked in Kūn-ilum's name in the colonial office. Of the 5 -textiles each? that they deposited in the colonial office, 2 pieces belong to Kūn-ilum, thereof I will transfer 0.5 textile from Kūn-ilum's share. "
445,445,,473,0,IGI iš-ma-{d}IŠKUR IGI bu-za-zu,"Witnessed by Išme-Adad, by Buzāzu.",IGI iš-ma-{d}IŠKUR IGI bu-za-zu,"Witnessed by Išme-Adad, by Buzāzu."
446,446,,474,0,2 me-at 70 áb-na-am e-pí-iq ša ú-nu-qí-im ra-bi-tám i-ṣé-er ḫa-bu-a-la bu-li-na ù kà-lu-a en-nam-a-šur i-šu ú áb-na-am a-na bé-tí-šu i-ša-du-du-nim ,"habuala, Bulina and Kaluwa owe 270 stones <gap> large, to Ennam-Aššur and they must drag the stones to his house. ",2 me-at 70 áb-na-am e-pí-iq ša ú-nu-qí-im ra-bi-tám i-ṣé-er ḫa-bu-a-la bu-li-na ù kà-lu-a en-nam-a-šur i-šu ú áb-na-am a-na bé-tí-šu i-ša-du-du-nim ,"habuala, Bulina and Kaluwa owe 270 stones <gap> large, to Ennam-Aššur and they must drag the stones to his house. "
447,447,,475,0,IGI ni-ki-li-it-UḪ.ME DUMU a-ra-wa IGI PUZUR₄.IŠTAR DUMU a-šur-ta-ak-lá-ku IGI du-li-a IGI ku-ku-wa ,"Witnessed by Nikkilet, the priest, son of Arawa, by Puzur-Ištar son of Aššur-taklāku, by Duliya, by Kukuwa, the smith",IGI ni-ki-li-it-UḪ.ME DUMU a-ra-wa IGI PUZUR₄.IŠTAR DUMU a-šur-ta-ak-lá-ku IGI du-li-a IGI ku-ku-wa ,"Witnessed by Nikkilet, the priest, son of Arawa, by Puzur-Ištar son of Aššur-taklāku, by Duliya, by Kukuwa, the smith"
448,448,,476,0,na-pá-ḫi-im,.,na-pá-ḫi-im,.
449,449,,477,0,iš-tù en-um-a-šur me-tù-ú 2 ma-na 15 GÍN KÙ.BABBAR a-ba-ba ra-bi-ṣú-um il₅-qé ITU.KAM ku-zal-li li-mu-um en-na-sú-in DUMU šu-a-šur ,"After Ennam-Aššur died the attorney Ababa received 2 minas 15 shekels of silver. Month, eponymy Enna-Suen son of Šu-Aššur. ",iš-tù en-um-a-šur me-tù-ú 2 ma-na 15 GÍN KÙ.BABBAR a-ba-ba ra-bi-ṣú-um il₅-qé ITU.KAM ku-zal-li li-mu-um en-na-sú-in DUMU šu-a-šur ,"After Ennam-Aššur died the attorney Ababa received 2 minas 15 shekels of silver. Month, eponymy Enna-Suen son of Šu-Aššur. "
450,450,,478,0,IGI e-na-aḫ-DINGIR DUMU šu-a-šur IGI a-dí-da DUMU ÌR-ad-i-li-šu IGI id-na-a,"Witnessed by Enah-ilī son of Šu-Aššur, by Adida son of Warad-ilišu, by Idnaya.",IGI e-na-aḫ-DINGIR DUMU šu-a-šur IGI a-dí-da DUMU ÌR-ad-i-li-šu IGI id-na-a,"Witnessed by Enah-ilī son of Šu-Aššur, by Adida son of Warad-ilišu, by Idnaya."
451,451,,479,0,10 ma-na KÙ.BABBAR ṣa-ru-pá-am a-mur-IŠTAR DUMU da-mu-ma i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé ,Amur-Ištar son of Damuma has received 10 minas of refined silver from the proceeds of Ušinalam's wool. ,10 ma-na KÙ.BABBAR ṣa-ru-pá-am a-mur-IŠTAR DUMU da-mu-ma i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé ,Amur-Ištar son of Damuma has received 10 minas of refined silver from the proceeds of Ušinalam's wool. 
452,452,,480,0,IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI tù-ur-a-šùr DUMU ú-zu-a IGI en-na-sú-in,"Witnessed by Aššur-imittī son of Dudiki, by Tūr-Aššur son of Uzuwa, by Enna-Suen.",IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI tù-ur-a-šùr DUMU ú-zu-a IGI en-na-sú-in,"Witnessed by Aššur-imittī son of Dudiki, by Tūr-Aššur son of Uzuwa, by Enna-Suen."
453,453,,481,0,8 ma-na KÙ.BABBAR ṣa-ru-pá-am ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu-ú KÙ.BABBAR ša DAM.GÀR a-na a-lim{ki} a-na ší-a-ma-tim ki-ma DAM.GÀR bé-lí-a DUMU DINGIR-ku-ru-ub a-na lá-qé-ep DUMU šu-a-šur i-dí-in-ma ŠÀ.BA ša 1 ma-na KÙ.BABBAR ší-ma-am ša a-ki-dí-e SIG₅ a-na ší-tí 7 ma-na KÙ.BABBAR KÙ.BABBAR TÚG ku-ta-ni SIG₅ DIRI-tim iš-tù ša 12 GÍN.TA KÙ.BABBAR ù ša-áp-li-iš lá-qé-ep iš-tù a-lim{ki} i-na kà-ni-iš ú-šé-lá-a-ma a-na DAM.GÀR ṣú-ba-tí lá-qé-ep DUMU šu-a-šur i-da-an GÁN-lam₅ a-na-nu-um ù a-lá-nu-um iš-tí tí-ir-tí-šu-ma ša lá-qé-ep a-šu-mì DAM.GÀR e-ti-iq ,"8 minas of refined siler - its import duty added, its transport tariff paid for - silver belonging to a merchant - Bēliya son of Ilī-kurub gave that on behalf of the merchant to Lā-qēp son of Šu-Aššur; out of that Lā-qēp must bring up from the City to Kanesh for 1 mina of silver, a purchase of good Akkadian textiles, for the rest, 7 minas of silver, extra-fine -textiles from 12 shekels of silver per piece or less, and Lā-qēp son of Šu-Aššur must give the textiles to the merchant. From here and from there (the shipment) goes overland in the name of the merchant together with Lā-qēp's own orders. ",8 ma-na KÙ.BABBAR ṣa-ru-pá-am ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu-ú KÙ.BABBAR ša DAM.GÀR a-na a-lim{ki} a-na ší-a-ma-tim ki-ma DAM.GÀR bé-lí-a DUMU DINGIR-ku-ru-ub a-na lá-qé-ep DUMU šu-a-šur i-dí-in-ma ŠÀ.BA ša 1 ma-na KÙ.BABBAR ší-ma-am ša a-ki-dí-e SIG₅ a-na ší-tí 7 ma-na KÙ.BABBAR KÙ.BABBAR TÚG ku-ta-ni SIG₅ DIRI-tim iš-tù ša 12 GÍN.TA KÙ.BABBAR ù ša-áp-li-iš lá-qé-ep iš-tù a-lim{ki} i-na kà-ni-iš ú-šé-lá-a-ma a-na DAM.GÀR ṣú-ba-tí lá-qé-ep DUMU šu-a-šur i-da-an GÁN-lam₅ a-na-nu-um ù a-lá-nu-um iš-tí tí-ir-tí-šu-ma ša lá-qé-ep a-šu-mì DAM.GÀR e-ti-iq ,"8 minas of refined siler - its import duty added, its transport tariff paid for - silver belonging to a merchant - Bēliya son of Ilī-kurub gave that on behalf of the merchant to Lā-qēp son of Šu-Aššur; out of that Lā-qēp must bring up from the City to Kanesh for 1 mina of silver, a purchase of good Akkadian textiles, for the rest, 7 minas of silver, extra-fine -textiles from 12 shekels of silver per piece or less, and Lā-qēp son of Šu-Aššur must give the textiles to the merchant. From here and from there (the shipment) goes overland in the name of the merchant together with Lā-qēp's own orders. "
454,454,,482,0,IGI DU₁₀-a-ḫi DUMU ir-bi-{d}IM IGI lá-qé-ep DUMU PUZUR₄-ša-du-e IGI en-um-a-šùr DUMU ša-lim-a-šur,"Witnessed by Ṭāb-ahi son of Irbi-Adad, by Lā-qēp son of Puzur-šadue, by Ennam-Aššur son of Šalim-Aššur.",IGI DU₁₀-a-ḫi DUMU ir-bi-{d}IM IGI lá-qé-ep DUMU PUZUR₄-ša-du-e IGI en-um-a-šùr DUMU ša-lim-a-šur,"Witnessed by Ṭāb-ahi son of Irbi-Adad, by Lā-qēp son of Puzur-šadue, by Ennam-Aššur son of Šalim-Aššur."
455,455,,483,0,<gap> pí-ri-kà-ni ša a-na-na 1 lu-bu-ša-am 1 TÚG ra-qá-tám a-na a-bu-ša-lim DUMU ṣí-lá-{d}IM a-dí-in ,"<gap> belonging to Anna-anna, 1 dress (and) 1 thin textile I gave to Abu-šalim son of Ṣill-Adad. ",<gap> pí-ri-kà-ni ša a-na-na 1 lu-bu-ša-am 1 TÚG ra-qá-tám a-na a-bu-ša-lim DUMU ṣí-lá-{d}IM a-dí-in ,"<gap> belonging to Anna-anna, 1 dress (and) 1 thin textile I gave to Abu-šalim son of Ṣill-Adad. "
456,456,,484,0,IGI ma-nu-ki-a-šur IGI ku-zi-zi-a,"Witnessed by Mannum-kī-Aššur, by Kuziziya.",IGI ma-nu-ki-a-šur IGI ku-zi-zi-a,"Witnessed by Mannum-kī-Aššur, by Kuziziya."
